having_IP_Address,URL_Length,Shortining_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,having_Sub_Domain,SSLfinal_State,Domain_registeration_length,Favicon,port,HTTPS_token,Request_URL,URL_of_Anchor,Links_in_tags,SFH,Submitting_to_email,Abnormal_URL,Redirect,on_mouseover,RightClick,popUpWidnow,Iframe,age_of_domain,DNSRecord,web_traffic,Page_Rank,Google_Index,Links_pointing_to_page,Statistical_report,Result,_nsyn_controllable_columns,_nsyn_noisy_injected
1,1,1,1,1,-1,0,0,-1,-1,-1,1,-1,-1,0,1,-1,1,0,1,1,-1,1,1,-1,-1,-1,1,0,-1,-1,"['having_IP_Address', 'double_slash_redirecting', 'Prefix_Suffix', 'having_Sub_Domain', 'Favicon', 'Redirect', 'RightClick', 'Result']",False
1,-1,1,1,1,1,-1,-1,-1,1,1,-1,1,0,-1,-1,1,1,0,1,1,1,1,-1,-1,0,-1,1,0,1,-1,"['having_IP_Address', 'Prefix_Suffix', 'SFH', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow', 'Iframe']",True
1,-1,1,1,1,-1,1,1,-1,1,1,-1,-1,1,0,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,0,-1,1,"['having_IP_Address', 'SFH', 'Redirect', 'RightClick', 'popUpWidnow']",True
1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,1,0,1,1,-1,1,-1,-1,-1,-1,1,0,-1,-1,"['having_IP_Address', 'double_slash_redirecting', 'Prefix_Suffix', 'Favicon', 'SFH', 'Redirect', 'RightClick']",False
1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,0,1,-1,1,1,0,1,1,1,1,1,-1,-1,-1,1,1,1,1,"['having_IP_Address', 'SFH', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow', 'Iframe']",False
1,-1,1,1,1,1,-1,1,1,1,1,1,-1,0,-1,-1,1,1,0,1,1,1,1,-1,-1,0,-1,1,0,1,-1,"['having_IP_Address', 'Prefix_Suffix', 'SFH', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow', 'Iframe']",True
1,-1,1,1,1,1,0,-1,1,1,1,1,-1,0,0,-1,1,1,0,1,1,1,-1,1,-1,1,-1,-1,1,1,1,"['having_IP_Address', 'SFH', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow', 'Iframe']",True
1,-1,1,1,1,-1,0,-1,-1,-1,-1,1,1,-1,0,-1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,"['having_IP_Address', 'double_slash_redirecting', 'Prefix_Suffix', 'Favicon', 'SFH', 'Redirect', 'popUpWidnow']",False
1,-1,1,1,1,-1,0,-1,-1,1,1,1,1,-1,1,-1,1,1,0,1,1,1,1,-1,-1,1,-1,-1,0,1,-1,"['having_IP_Address', 'Prefix_Suffix', 'SFH', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow', 'Iframe']",False
1,-1,1,1,1,-1,0,1,1,1,1,1,-1,0,-1,-1,1,1,0,0,1,1,1,1,-1,1,-1,1,1,1,1,"['having_IP_Address', 'SFH', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow', 'Iframe']",True
-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1,1,0,-1,-1,"['having_IP_Address', 'Prefix_Suffix', 'SFH', 'Redirect', 'RightClick', 'popUpWidnow']",True
1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,1,1,0,1,1,1,1,-1,-1,-1,-1,-1,1,1,-1,"['having_IP_Address', 'Prefix_Suffix', 'SFH', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow', 'Iframe']",False
1,-1,1,1,1,-1,-1,-1,-1,1,1,1,-1,0,-1,-1,1,1,0,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,"['having_IP_Address', 'Prefix_Suffix', 'SFH', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow', 'Iframe']",False
1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,0,1,1,1,1,-1,-1,-1,-1,-1,1,1,-1,"['having_IP_Address', 'Prefix_Suffix', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow', 'Iframe']",False
1,-1,1,1,1,-1,0,-1,-1,1,1,1,-1,-1,0,-1,1,1,0,1,1,-1,1,-1,-1,0,-1,1,1,1,-1,"['having_IP_Address', 'Prefix_Suffix', 'SFH', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow', 'Iframe']",False
1,-1,1,1,1,1,0,1,-1,1,1,1,1,1,0,-1,1,1,0,1,-1,1,1,-1,-1,1,-1,1,0,1,1,"['having_IP_Address', 'SFH', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow', 'Iframe']",True
1,0,1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,0,-1,1,1,0,-1,1,-1,1,-1,-1,0,-1,1,0,1,-1,"['having_IP_Address', 'Prefix_Suffix', 'Domain_registeration_length', 'Abnormal_URL', 'Redirect', 'RightClick', 'popUpWidnow', 'Page_Rank']",False
1,-1,1,1,1,-1,1,1,-1,-1,-1,1,-1,0,0,-1,-1,1,0,-1,-1,-1,-1,1,-1,1,-1,1,1,-1,1,"['having_IP_Address', 'double_slash_redirecting', 'Favicon', 'SFH', 'Redirect', 'popUpWidnow']",False
0,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,0,1,1,-1,1,0,1,1,-1,-1,1,-1,1,-1,1,1,1,1,"['having_IP_Address', 'double_slash_redirecting', 'Domain_registeration_length', 'Favicon', 'Abnormal_URL', 'Redirect', 'RightClick', 'popUpWidnow']",True
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,0,1,-1,1,1,0,-1,1,1,1,1,-1,0,-1,1,-1,1,-1,"['having_IP_Address', 'Prefix_Suffix', 'SFH', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow', 'Iframe']",True
1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,0,1,1,1,1,-1,-1,0,-1,1,0,1,-1,"['having_IP_Address', 'Prefix_Suffix', 'SFH', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow', 'Iframe']",False
1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,0,1,-1,1,1,0,0,1,1,1,1,-1,-1,1,1,1,1,1,"['having_IP_Address', 'SFH', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow', 'Iframe']",True
1,-1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,1,-1,-1,-1,1,1,1,-1,"['having_IP_Address', 'Prefix_Suffix', 'SFH', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow', 'Iframe']",False
-1,1,1,1,1,1,0,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,1,-1,1,1,1,0,1,1,"['having_IP_Address', 'Domain_registeration_length', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow', 'Iframe']",True
1,-1,1,1,1,-1,0,1,1,1,1,1,-1,1,-1,0,1,1,0,1,1,1,1,-1,-1,1,-1,1,1,1,1,"['having_IP_Address', 'SFH', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow', 'Iframe']",True
1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,0,1,-1,1,1,0,1,1,1,1,1,-1,1,-1,1,1,1,-1,"['having_IP_Address', 'Prefix_Suffix', 'SFH', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow', 'Iframe']",False
1,-1,1,1,1,-1,0,1,-1,-1,-1,-1,1,0,-1,-1,-1,1,0,-1,1,-1,-1,-1,-1,1,1,1,1,-1,1,"['having_IP_Address', 'double_slash_redirecting', 'Favicon', 'SFH', 'Redirect', 'popUpWidnow']",False
1,-1,1,1,1,-1,0,-1,1,1,1,1,-1,-1,0,-1,1,1,0,1,1,1,1,-1,-1,-1,-1,1,0,1,-1,"['having_IP_Address', 'Prefix_Suffix', 'SFH', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow', 'Iframe']",False
1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,0,-1,-1,-1,-1,0,1,1,-1,1,1,-1,-1,1,1,-1,-1,1,"['having_IP_Address', 'Redirect', 'RightClick', 'popUpWidnow']",True
1,-1,1,1,1,-1,1,1,1,1,1,1,1,0,-1,-1,1,-1,0,1,1,1,1,1,-1,1,1,1,1,1,1,"['having_IP_Address', 'SFH', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow', 'Iframe']",True
1,-1,1,1,1,-1,0,0,-1,1,1,1,1,-1,0,-1,1,1,0,1,1,1,1,1,-1,-1,-1,1,0,1,-1,"['having_IP_Address', 'Prefix_Suffix', 'having_Sub_Domain', 'SFH', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow', 'Iframe']",False
1,-1,1,1,1,-1,0,-1,1,1,1,1,-1,0,-1,-1,1,1,0,1,1,0,1,1,-1,1,-1,1,1,1,-1,"['having_IP_Address', 'Prefix_Suffix', 'SFH', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow', 'Iframe']",True
1,-1,1,1,1,-1,-1,1,-1,-1,1,1,-1,0,-1,-1,1,0,0,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,"['having_IP_Address', 'Prefix_Suffix', 'SFH', 'Abnormal_URL', 'Redirect', 'RightClick', 'popUpWidnow']",True
1,-1,1,1,1,-1,0,1,-1,1,1,1,1,0,1,-1,1,1,0,1,1,-1,1,-1,-1,1,-1,1,1,1,1,"['having_IP_Address', 'SFH', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow', 'Iframe']",True
0,1,1,1,1,-1,0,1,-1,-1,1,1,1,0,0,1,1,1,0,-1,1,-1,-1,-1,-1,1,-1,1,1,1,1,"['having_IP_Address', 'Domain_registeration_length', 'Abnormal_URL', 'Redirect', 'RightClick', 'popUpWidnow']",True
1,1,1,1,1,-1,1,1,-1,-1,1,1,1,0,0,1,1,1,0,-1,1,0,1,1,-1,1,-1,1,-1,1,1,"['having_IP_Address', 'Abnormal_URL', 'Redirect', 'RightClick', 'popUpWidnow']",True
1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,0,1,1,1,1,-1,-1,-1,-1,-1,1,1,-1,"['having_IP_Address', 'Prefix_Suffix', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow', 'Iframe']",False
0,-1,1,1,1,-1,0,1,1,1,1,1,-1,0,-1,-1,1,1,0,1,1,1,1,-1,-1,1,1,1,1,1,1,"['having_IP_Address', 'SFH', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow', 'Iframe']",True
1,-1,1,1,1,-1,1,1,-1,-1,1,1,1,1,0,-1,1,1,0,1,1,-1,1,1,-1,1,-1,1,1,1,1,"['having_IP_Address', 'SFH', 'Abnormal_URL', 'Redirect', 'RightClick', 'popUpWidnow']",False
1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,1,0,-1,-1,-1,-1,-1,-1,0,-1,1,0,-1,-1,"['having_IP_Address', 'double_slash_redirecting', 'Prefix_Suffix', 'Favicon', 'SFH', 'Redirect', 'popUpWidnow']",False
1,-1,1,1,1,-1,-1,1,1,1,1,-1,-1,0,1,-1,-1,1,0,1,1,0,1,1,-1,1,-1,1,0,1,1,"['having_IP_Address', 'SFH', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow']",True
1,-1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,"['having_IP_Address', 'SFH', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow', 'Iframe']",True
1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,0,-1,-1,1,0,1,-1,1,1,-1,-1,1,-1,1,0,-1,-1,"['having_IP_Address', 'double_slash_redirecting', 'Prefix_Suffix', 'Favicon', 'SFH', 'Redirect', 'RightClick']",True
1,-1,1,1,1,-1,0,1,-1,1,1,1,-1,0,0,-1,1,1,0,1,1,1,1,-1,-1,1,-1,1,0,1,1,"['having_IP_Address', 'SFH', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow', 'Iframe']",False
1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,-1,-1,1,-1,1,0,1,-1,"['having_IP_Address', 'Prefix_Suffix', 'SFH', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow', 'Iframe']",False
1,-1,1,1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,1,1,1,-1,1,-1,1,1,-1,1,-1,1,-1,1,1,"['having_IP_Address', 'SFH', 'Abnormal_URL', 'Redirect', 'RightClick', 'popUpWidnow']",True
1,-1,1,1,1,-1,0,1,1,1,1,1,-1,0,1,-1,-1,1,0,1,1,1,1,-1,-1,-1,-1,1,1,1,1,"['having_IP_Address', 'SFH', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow']",False
1,-1,1,1,1,-1,0,1,1,1,1,1,-1,0,1,-1,1,1,0,1,1,1,1,-1,-1,1,-1,1,1,1,1,"['having_IP_Address', 'SFH', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow', 'Iframe']",False
0,1,1,1,1,-1,0,1,-1,-1,1,1,1,0,0,1,1,-1,0,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,"['having_IP_Address', 'double_slash_redirecting', 'Domain_registeration_length', 'Redirect', 'popUpWidnow']",True
-1,1,-1,1,-1,-1,0,0,-1,1,1,-1,1,-1,0,1,1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,"['double_slash_redirecting', 'Prefix_Suffix', 'Domain_registeration_length', 'HTTPS_token', 'Submitting_to_email', 'RightClick', 'popUpWidnow', 'Iframe', 'Result']",False
1,-1,-1,1,-1,-1,1,0,1,1,1,-1,-1,-1,1,-1,1,-1,0,1,1,1,1,-1,-1,-1,-1,-1,0,-1,-1,"['double_slash_redirecting', 'Prefix_Suffix', 'HTTPS_token', 'RightClick', 'popUpWidnow', 'Iframe', 'Result']",False
-1,-1,1,-1,1,-1,0,1,-1,-1,-1,1,1,0,-1,-1,-1,1,0,-1,1,-1,1,-1,1,1,-1,1,0,1,1,"['double_slash_redirecting', 'Domain_registeration_length', 'Favicon', 'RightClick', 'popUpWidnow']",False
-1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,1,-1,-1,1,1,1,1,"['double_slash_redirecting', 'Submitting_to_email', 'Abnormal_URL', 'RightClick', 'popUpWidnow', 'Iframe']",True
1,-1,1,-1,1,-1,1,-1,-1,0,-1,1,1,0,1,-1,-1,1,0,-1,1,-1,-1,-1,1,0,-1,1,1,1,1,"['double_slash_redirecting', 'Favicon', 'popUpWidnow']",True
-1,1,-1,1,-1,1,0,-1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,1,-1,1,"['double_slash_redirecting', 'Domain_registeration_length', 'HTTPS_token', 'URL_of_Anchor', 'RightClick', 'popUpWidnow', 'Iframe']",False
-1,1,-1,-1,-1,1,1,1,-1,1,1,-1,1,0,1,-1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,"['double_slash_redirecting', 'Domain_registeration_length', 'HTTPS_token', 'RightClick', 'popUpWidnow', 'Google_Index']",False
-1,-1,1,-1,1,1,1,1,-1,0,-1,1,-1,1,1,-1,-1,1,0,-1,1,-1,-1,-1,1,1,-1,1,1,1,1,"['double_slash_redirecting', 'Favicon', 'popUpWidnow']",True
1,-1,1,1,1,-1,0,0,-1,-1,-1,1,1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,1,1,1,-1,1,1,-1,-1,"['double_slash_redirecting', 'Prefix_Suffix', 'Favicon', 'popUpWidnow', 'Result']",False
-1,-1,1,-1,1,-1,0,-1,-1,-1,-1,1,1,0,-1,-1,-1,1,0,1,1,-1,1,1,1,1,-1,1,0,-1,-1,"['double_slash_redirecting', 'Prefix_Suffix', 'Favicon', 'RightClick']",False
-1,-1,1,-1,1,1,0,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,-1,"['double_slash_redirecting', 'Prefix_Suffix', 'Favicon', 'RightClick']",True
-1,-1,-1,1,-1,-1,0,1,1,1,1,-1,-1,0,1,-1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,"['double_slash_redirecting', 'HTTPS_token', 'SFH', 'Submitting_to_email', 'RightClick', 'popUpWidnow', 'Iframe']",False
1,1,-1,1,-1,1,1,1,-1,1,1,-1,1,1,0,-1,1,-1,0,1,1,0,1,1,-1,1,-1,-1,1,1,1,"['double_slash_redirecting', 'Domain_registeration_length', 'HTTPS_token', 'Submitting_to_email', 'RightClick', 'popUpWidnow', 'Iframe']",True
-1,-1,-1,1,-1,-1,0,1,-1,1,1,-1,1,1,-1,-1,1,-1,0,1,1,1,1,-1,-1,1,1,-1,1,1,1,"['double_slash_redirecting', 'HTTPS_token', 'Submitting_to_email', 'RightClick', 'popUpWidnow', 'Iframe']",False
-1,1,-1,1,1,-1,1,0,-1,1,1,-1,1,-1,1,0,1,-1,1,1,1,1,1,1,-1,0,1,1,1,1,-1,"['double_slash_redirecting', 'Domain_registeration_length', 'HTTPS_token', 'Submitting_to_email', 'RightClick', 'popUpWidnow', 'Iframe', 'age_of_domain', 'Page_Rank', 'Result']",True
-1,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,1,-1,1,-1,1,-1,0,1,1,-1,1,-1,-1,0,1,-1,1,1,-1,"['double_slash_redirecting', 'Prefix_Suffix', 'HTTPS_token', 'RightClick', 'popUpWidnow']",False
-1,-1,-1,1,-1,-1,0,1,1,1,1,-1,-1,1,-1,-1,1,-1,0,1,1,-1,1,-1,-1,1,1,-1,1,-1,1,"['double_slash_redirecting', 'HTTPS_token', 'RightClick', 'popUpWidnow', 'Iframe']",True
-1,-1,1,-1,1,1,0,0,-1,-1,-1,1,1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,"['double_slash_redirecting', 'Prefix_Suffix', 'Favicon', 'popUpWidnow', 'Result']",True
1,-1,-1,1,1,-1,1,1,-1,1,1,1,1,1,0,0,1,-1,0,1,1,1,1,1,1,1,-1,1,0,1,1,"['double_slash_redirecting', 'Prefix_Suffix', 'Submitting_to_email', 'RightClick', 'popUpWidnow', 'Iframe', 'Result']",False
-1,-1,-1,1,-1,1,1,1,-1,1,1,-1,1,1,-1,-1,1,-1,1,1,1,1,1,-1,-1,0,-1,1,1,1,1,"['double_slash_redirecting', 'HTTPS_token', 'Submitting_to_email', 'RightClick', 'popUpWidnow', 'Iframe']",False
-1,-1,1,-1,1,-1,0,-1,-1,1,-1,1,1,0,-1,-1,-1,1,0,1,1,-1,1,-1,1,0,1,1,0,-1,-1,"['double_slash_redirecting', 'Prefix_Suffix', 'Favicon', 'RightClick']",True
-1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,-1,0,-1,-1,1,0,-1,1,-1,-1,-1,1,0,-1,1,1,1,-1,"['double_slash_redirecting', 'Prefix_Suffix', 'Favicon', 'popUpWidnow']",False
-1,-1,-1,1,-1,-1,0,1,-1,1,1,-1,1,0,1,1,-1,-1,0,1,1,1,1,-1,-1,1,-1,-1,1,1,1,"['double_slash_redirecting', 'HTTPS_token', 'Submitting_to_email', 'RightClick', 'popUpWidnow', 'Iframe']",True
-1,-1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,0,1,-1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,"['double_slash_redirecting', 'HTTPS_token', 'SFH', 'Submitting_to_email', 'RightClick', 'popUpWidnow', 'Iframe']",False
-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,0,-1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,"['double_slash_redirecting', 'Prefix_Suffix', 'Favicon', 'HTTPS_token']",True
1,-1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,0,-1,-1,1,0,1,1,-1,-1,-1,1,1,1,1,1,1,1,"['double_slash_redirecting', 'Favicon', 'Abnormal_URL', 'RightClick', 'popUpWidnow']",True
-1,-1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,1,1,1,1,"['double_slash_redirecting', 'HTTPS_token', 'Submitting_to_email', 'RightClick', 'popUpWidnow', 'Iframe']",False
-1,-1,-1,1,-1,-1,1,1,1,1,1,-1,1,0,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,"['double_slash_redirecting', 'HTTPS_token', 'Submitting_to_email', 'RightClick', 'popUpWidnow', 'Iframe']",False
-1,-1,-1,1,-1,-1,0,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,"['double_slash_redirecting', 'Prefix_Suffix', 'Favicon', 'HTTPS_token']",True
1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,-1,1,0,1,1,-1,1,1,1,1,-1,-1,0,1,1,"['double_slash_redirecting', 'Favicon', 'Abnormal_URL', 'RightClick']",False
1,1,1,-1,1,-1,0,1,-1,1,1,1,1,0,0,-1,1,-1,0,1,1,1,1,-1,1,1,-1,1,0,1,1,"['double_slash_redirecting', 'RightClick', 'popUpWidnow', 'Iframe']",False
-1,-1,1,-1,0,-1,0,-1,-1,-1,-1,1,1,-1,0,-1,-1,1,0,-1,1,-1,-1,1,1,1,-1,1,1,1,-1,"['double_slash_redirecting', 'Prefix_Suffix', 'Favicon', 'popUpWidnow']",True
-1,-1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,"['double_slash_redirecting', 'HTTPS_token', 'Submitting_to_email', 'RightClick', 'popUpWidnow', 'Iframe', 'Google_Index']",True
-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,-1,1,-1,0,1,1,1,1,-1,-1,1,-1,-1,1,1,1,"['double_slash_redirecting', 'HTTPS_token', 'RightClick', 'popUpWidnow']",False
1,-1,-1,1,-1,-1,0,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,1,-1,-1,-1,1,-1,0,1,-1,"['double_slash_redirecting', 'Prefix_Suffix', 'HTTPS_token', 'Submitting_to_email', 'RightClick', 'popUpWidnow', 'Iframe']",False
-1,-1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,1,-1,1,0,1,-1,1,-1,1,1,1,-1,1,1,1,1,"['double_slash_redirecting', 'Favicon', 'popUpWidnow']",True
-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,0,-1,1,-1,-1,1,1,1,1,1,1,1,1,"['double_slash_redirecting', 'Domain_registeration_length', 'Favicon', 'popUpWidnow']",True
-1,1,-1,1,-1,-1,0,-1,-1,-1,1,0,1,-1,1,1,1,-1,0,-1,1,-1,1,-1,-1,1,-1,1,1,-1,-1,"['double_slash_redirecting', 'Prefix_Suffix', 'HTTPS_token', 'RightClick', 'popUpWidnow']",True
-1,-1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,0,0,-1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,"['double_slash_redirecting', 'HTTPS_token', 'Submitting_to_email', 'RightClick', 'popUpWidnow', 'Iframe']",False
1,-1,-1,1,-1,-1,-1,0,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,-1,0,-1,1,0,1,-1,"['double_slash_redirecting', 'Prefix_Suffix', 'HTTPS_token', 'Submitting_to_email', 'RightClick', 'popUpWidnow', 'Iframe', 'Result']",False
1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,-1,0,0,-1,1,-1,0,1,1,1,1,1,-1,-1,-1,1,0,1,1,"['double_slash_redirecting', 'HTTPS_token', 'RightClick', 'popUpWidnow']",False
-1,-1,-1,1,-1,0,0,-1,-1,1,1,-1,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,-1,"['double_slash_redirecting', 'Prefix_Suffix', 'HTTPS_token', 'RightClick', 'popUpWidnow', 'Iframe']",True
-1,-1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,0,1,-1,1,-1,1,1,-1,1,1,1,-1,1,-1,1,1,1,1,"['double_slash_redirecting', 'HTTPS_token', 'Submitting_to_email', 'RightClick', 'popUpWidnow', 'Iframe']",True
1,-1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,1,-1,1,0,-1,1,-1,1,1,1,1,-1,1,0,1,1,"['double_slash_redirecting', 'Domain_registeration_length', 'Favicon', 'Abnormal_URL', 'RightClick', 'popUpWidnow']",False
1,-1,-1,1,1,-1,0,1,-1,1,1,1,1,1,0,-1,1,-1,0,1,1,1,1,-1,1,1,-1,1,0,1,1,"['double_slash_redirecting', 'Submitting_to_email', 'RightClick', 'popUpWidnow', 'Iframe']",False
-1,-1,1,-1,1,-1,1,1,-1,1,-1,1,1,0,1,0,-1,1,0,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,"['double_slash_redirecting', 'Prefix_Suffix', 'Favicon', 'popUpWidnow']",True
-1,1,1,1,1,-1,0,-1,1,1,-1,1,1,0,-1,-1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,0,-1,-1,"['double_slash_redirecting', 'Prefix_Suffix', 'Domain_registeration_length', 'Favicon', 'Google_Index']",True
1,1,-1,-1,-1,1,0,-1,-1,1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,0,1,-1,1,1,1,"['double_slash_redirecting', 'Favicon', 'popUpWidnow']",True
1,-1,1,1,1,-1,0,1,-1,-1,-1,1,1,1,0,-1,-1,1,0,-1,-1,-1,-1,-1,1,1,-1,1,1,-1,1,"['double_slash_redirecting', 'Favicon', 'popUpWidnow']",False
-1,1,-1,1,-1,1,1,1,-1,1,1,-1,1,1,0,-1,1,-1,0,1,1,1,1,1,-1,1,-1,-1,1,1,1,"['double_slash_redirecting', 'Domain_registeration_length', 'HTTPS_token', 'Submitting_to_email', 'RightClick', 'popUpWidnow', 'Iframe']",False
-1,-1,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,"['double_slash_redirecting', 'HTTPS_token', 'Submitting_to_email', 'RightClick', 'popUpWidnow', 'Iframe', 'Google_Index']",False
-1,1,-1,-1,1,1,0,1,-1,1,1,-1,1,0,-1,-1,1,-1,0,1,1,1,1,1,-1,1,-1,-1,1,1,1,"['double_slash_redirecting', 'Domain_registeration_length', 'HTTPS_token', 'RightClick', 'popUpWidnow']",True
