timestamp,cylinder_number,customer,job_number,grain_screened,ink_color,proof_on_ctd_ink,blade_mfg,cylinder_division,paper_type,ink_type,direct_steam,solvent_type,type_on_cylinder,press_type,press,unit_number,cylinder_size,paper_mill_location,plating_tank,proof_cut,viscosity,caliper,ink_temperature,humifity,roughness,blade_pressure,varnish_pct,press_speed,ink_pct,solvent_pct,ESA_Voltage,ESA_Amperage,wax,hardener,roller_durometer,current_density,anode_space_ratio,chrome_content,band_type
19900606,f571,natlwildlife,36859,yes,key,yes,benton,gallatin,uncoated,cover,no,line,no,albert70,802,2,catalog,northus,1911.0,57.5,54.0,0.267,15.5,80.0,0.625,55.0,0.0,1600.0,62.5,37.5,0.0,0.0,3.0,0.5,45.0,40.0,103.3,100.0,noband
19900814,r22,target,34549,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,816,9,spiegel,canadian,1910.0,45.0,54.0,0.167,18.0,90.0,0.5,26.0,8.3,1875.0,52.1,39.6,0.0,0.0,3.0,1.0,33.0,35.0,106.9,100.0,noband
19910127,o4,target,35816,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,827,2,spiegel,canadian,1911.0,40.0,41.0,0.2,15.8,72.0,1.0,30.0,0.0,2000.0,62.5,37.5,0.0,0.0,2.5,1.0,30.0,40.0,107.4,100.0,band
19900718,x60,wards,36066,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,824,9,tabloid,canadian,1910.0,45.0,54.0,0.2,15.0,80.0,0.8125,20.0,0.0,2000.0,58.8,41.2,0.0,0.0,1.5,0.6,33.0,35.0,111.1,100.0,noband
19900812,x65,mervyns,34175,no,key,yes,benton,gallatin,coated,coated,no,line,no,motter94,821,7,tabloid,,1910.0,30.0,54.0,0.233,15.8,68.0,0.75,25.0,6.4,2000.0,53.2,40.4,4.0,0.0,2.3,0.8,35.0,35.0,106.9,100.0,noband
19920207,aa17,kmart,34514,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,motter94,821,7,tabloid,,1911.0,40.0,39.0,0.2,15.0,72.0,0.375,30.0,0.0,2000.0,58.1,41.9,1.0,0.0,2.5,0.3,35.0,40.0,109.9,100.0,band
19910104,t218,massey,38039,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,woodhoe70,816,2,catalog,northus,1910.0,50.0,40.0,0.267,16.8,76.0,0.4375,28.0,8.6,1467.0,53.8,37.6,5.0,0.0,2.5,0.8,40.0,40.0,103.87,100.0,noband
19910507,m410,modmat,47203,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,albert70,802,2,catalog,northus,1910.0,50.0,55.0,0.233,13.86,70.0,0.625,47.0,10.2,1635.0,51.0,38.8,0.0,0.0,3.0,1.0,40.0,40.0,100.0,100.0,noband
19910214,x146,jcpenny,35794,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,motter94,827,9,tabloid,northus,1911.0,52.5,43.0,0.233,16.6,58.0,0.75,20.0,7.9,1480.0,56.2,36.0,0.0,0.0,1.7,0.7,33.0,40.0,103.12,100.0,noband
19900625,m254,oldvillageshop,34092,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,woodhoe70,815,2,catalog,,1910.0,65.0,49.0,0.333,13.5,82.0,0.625,30.0,0.0,1350.0,68.2,31.8,1.0,0.0,2.5,1.0,38.0,37.0,103.2,100.0,band
19900824,f192,competitivedge,34399,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter70,813,1,catalog,northus,1911.0,40.0,54.0,0.3,15.0,70.0,,,10.0,,50.0,40.0,0.0,0.0,2.5,0.8,60.0,30.0,100.0,100.0,noband
19910129,f237,homeshop,38064,no,key,yes,benton,gallatin,coated,coated,no,line,no,motter70,813,5,catalog,canadian,1911.0,30.0,45.0,0.2,14.0,65.0,,,0.0,1600.0,62.5,37.5,0.0,0.0,2.5,0.8,33.0,40.0,100.0,100.0,noband
19910215,e68,cenpurch,37441,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,821,7,tabloid,canadian,1911.0,25.0,38.0,0.233,14.0,70.0,0.625,25.0,0.0,1600.0,58.8,41.2,5.0,0.0,1.7,0.9,30.0,40.0,103.12,100.0,noband
19901206,g5,lurias,36805,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,woodhoe70,815,2,tabloid,mideuropean,1910.0,50.0,42.0,0.3,17.0,88.0,0.75,30.0,0.0,1600.0,62.5,27.5,5.0,0.0,2.6,1.0,38.0,40.0,106.25,100.0,band
19910104,t133,massey,39039,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,woodhoe70,816,9,catalog,northus,1910.0,52.0,40.0,0.3,16.0,75.0,0.3125,30.0,5.6,1467.0,55.6,38.8,0.0,0.0,2.5,1.3,40.0,40.0,108.06,100.0,noband
19901215,f121,hanoverhse,34099,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,albert70,802,2,catalog,northus,1910.0,45.0,41.0,0.267,13.3,70.0,0.75,50.0,0.0,1700.0,60.2,39.8,0.0,0.0,3.0,0.8,38.0,40.0,117.85,100.0,noband
19900614,b6,downs,34397,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter70,813,1,catalog,mideuropean,1910.0,50.0,53.0,0.3,16.0,65.0,0.75,,15.8,1300.0,49.5,34.7,0.0,0.0,2.5,1.0,28.0,35.0,93.5,100.0,noband
19910303,e84,kmart,37386,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,motter94,827,9,tabloid,southus,,40.0,47.0,0.35,14.43,76.0,0.75,16.0,7.2,2000.0,51.5,41.2,1.0,0.0,2.7,1.4,40.0,40.0,100.0,100.0,band
19930309,aa56,kmart,85725,,key,,,gallatin,super,uncoated,,,yes,motter94,821,7,tabloid,,1910.0,,44.0,0.2,16.22,74.0,0.75,30.0,,2200.0,,,,,2.8,0.8,,40.0,106.6,95.0,band
19910507,x817,tvguide,25520,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter94,821,7,tabloid,canadian,1910.0,50.0,56.0,0.267,15.2,76.0,0.625,25.0,3.4,1760.0,56.8,39.8,2.0,0.0,2.5,0.8,34.0,40.0,103.125,100.0,band
19901102,x199,kmart,36165,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,motter94,828,2,tabloid,northus,1910.0,65.0,43.0,0.2,16.0,78.0,0.75,30.0,12.0,2100.0,46.3,41.7,0.0,0.0,2.0,1.0,40.0,40.0,100.0,100.0,band
19900812,x282,mervyns,34175,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,821,2,tabloid,,1910.0,30.0,54.0,0.333,16.8,71.0,0.75,25.0,18.0,2000.0,45.0,36.9,0.0,0.0,2.5,0.9,35.0,35.0,106.9,100.0,noband
19910118,x292,ames,37157,no,key,yes,benton,gallatin,coated,coated,no,line,no,motter94,828,2,tabloid,canadian,1910.0,30.0,45.0,0.233,17.0,70.0,0.75,35.0,0.0,2200.0,58.8,41.2,0.0,0.0,2.5,1.0,33.0,40.0,106.45,100.0,band
19931008,ee304,jcp,35425,,key,,,gallatin,super,uncoated,,,yes,motter94,821,7,tabloid,,1911.0,,54.0,0.267,15.5,80.0,0.75,40.0,,2000.0,,,,,1.8,1.3,,40.0,107.14,,band
19910730,x799,roses,35761,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,828,2,tabloid,,1910.0,35.0,59.0,0.2,16.1,82.0,,28.0,0.0,2500.0,58.8,41.2,0.0,0.0,2.5,1.3,30.0,40.0,100.0,100.0,noband
19910130,e72,kmart,37352,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,motter94,827,9,tabloid,scandanavian,1911.0,50.0,45.0,0.3,15.0,76.0,1.0,30.0,8.0,2150.0,57.5,34.5,0.0,0.0,2.5,1.0,35.0,40.0,107.4,100.0,noband
19910111,x788,roses,35751,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,827,9,tabloid,canadian,1911.0,50.0,46.0,0.2,16.5,75.0,0.75,28.0,0.0,2600.0,62.5,37.5,6.0,0.0,2.5,1.1,30.0,40.0,106.67,100.0,noband
19900418,j68,wards,36053,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,815,9,tabloid,canadian,1910.0,45.0,42.0,0.233,15.0,76.0,0.75,30.0,0.0,2220.0,58.8,41.2,0.0,0.0,2.5,1.0,30.0,35.0,100.0,100.0,noband
19920705,aa40,kmart,34527,,key,,,gallatin,uncoated,coated,no,,yes,motter94,821,7,spiegel,,1910.0,50.0,66.0,0.3,14.8,80.0,0.625,30.0,,1840.0,,,,,2.5,1.0,,40.0,100.0,100.0,band
19910503,r14,target,35816,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,815,2,spiegel,canadian,1910.0,40.0,52.0,,16.0,86.0,0.75,26.0,9.6,1975.0,53.2,37.2,1.0,0.0,2.9,1.3,33.0,40.0,100.0,100.0,band
19910113,j33,belks,35334,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,woodhoe70,816,2,tabloid,,1911.0,40.0,43.0,0.267,16.0,96.0,1.0,28.0,0.0,1500.0,58.8,41.2,2.0,0.0,3.0,0.8,40.0,40.0,103.12,100.0,noband
19910611,x831,wards,37177,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,828,9,tabloid,canadian,1910.0,30.0,56.0,0.283,17.0,72.0,0.75,30.0,0.0,2550.0,52.6,47.4,0.0,0.0,2.0,1.0,33.0,40.0,103.22,100.0,noband
19930113,i305,modmat,47401,,key,,,gallatin,coated,coated,no,,yes,albert70,816,2,catalog,,1911.0,,46.0,0.3,17.0,80.0,0.25,25.0,,1700.0,,,,,2.5,1.5,,30.0,117.7,95.0,band
19910409,g108,ames,37168,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,815,2,tabloid,canadian,1911.0,30.0,63.0,0.3,13.0,94.0,1.0,29.0,0.0,1800.0,56.2,43.8,0.0,0.0,2.5,1.0,30.0,40.0,110.0,100.0,band
19910505,m337,modmat,47203,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter70,813,5,catalog,northus,1910.0,50.0,52.0,0.3,17.0,69.0,0.75,,0.0,1700.0,58.8,41.2,0.0,0.0,2.2,0.9,40.0,40.0,106.66,100.0,noband
19900812,r15,target,34549,no,key,yes,benton,gallatin,coated,coated,no,line,no,woodhoe70,815,2,spiegel,canadian,1911.0,45.0,54.0,0.267,14.0,90.0,0.75,30.0,0.0,2000.0,58.8,41.2,0.0,0.0,3.0,1.0,33.0,40.0,103.3,100.0,noband
19900517,x776,toysrus,34752,no,key,no,benton,gallatin,coated,coated,yes,line,yes,motter94,824,9,tabloid,canadian,1910.0,50.0,48.0,0.333,15.8,70.0,,30.0,0.0,1900.0,58.8,41.2,5.0,0.0,2.5,1.2,30.0,33.0,100.0,100.0,noband
19910706,x793,wards,37505,no,key,yes,benton,gallatin,coated,coated,no,line,no,motter94,824,2,tabloid,canadian,1910.0,40.0,64.0,0.2,16.0,76.0,0.8125,23.0,4.8,1835.0,59.5,35.7,3.0,0.0,2.0,0.7,30.0,40.0,106.45,100.0,noband
19900622,f135,casualliving,38025,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,woodhoe70,815,9,catalog,northus,1910.0,57.5,55.0,0.333,14.0,86.0,0.75,30.0,13.0,1700.0,50.0,37.0,0.0,0.0,2.9,0.9,34.0,35.0,100.0,100.0,noband
19900606,g150,childworld,36024,yes,key,yes,benton,gallatin,coated,uncoated,no,line,no,woodhoe70,815,2,tabloid,canadian,1910.0,55.5,54.0,0.233,15.0,82.0,0.75,38.0,0.0,1800.0,58.8,41.2,0.0,0.0,2.0,1.0,33.0,35.0,100.0,100.0,noband
19910524,x155,roses,37758,no,key,yes,,gallatin,coated,coated,no,line,yes,motter94,828,9,tabloid,canadian,1910.0,40.0,62.0,0.3,16.0,84.0,0.9375,28.0,0.0,2200.0,58.8,41.2,4.0,0.0,2.5,0.6,30.0,40.0,106.45,100.0,noband
19900517,x400,wards,36054,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,827,2,tabloid,canadian,1910.0,45.0,55.0,0.3,15.0,75.0,0.75,25.0,0.0,2300.0,59.8,40.2,0.0,0.0,2.0,2.3,30.0,33.0,96.6,100.0,noband
19901211,i349,austads,38121,yes,key,yes,benton,gallatin,uncoated,cover,no,line,no,woodhoe70,815,2,catalog,canadian,1910.0,45.0,40.0,0.3,16.0,89.0,0.625,22.0,0.0,1300.0,60.0,40.0,1.0,0.0,2.5,1.0,40.0,40.0,106.45,100.0,band
19901212,r1,target,34556,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,816,9,spiegel,canadian,1910.0,37.5,40.0,0.2,14.0,80.0,0.25,24.0,0.0,2400.0,58.8,41.2,2.0,0.0,2.5,0.8,30.0,40.0,106.45,100.0,noband
19900706,x135,ames,34583,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,827,9,tabloid,canadian,1911.0,40.0,47.0,0.2,15.0,75.0,0.75,25.0,0.0,2100.0,61.1,38.9,0.0,0.0,2.4,1.1,33.0,40.0,96.9,100.0,noband
19900810,w717,sheplers,36776,yes,key,yes,benton,gallatin,uncoated,uncoated,no,xylol,yes,albert70,802,7,catalog,northus,1910.0,45.0,50.0,0.2,14.5,70.0,0.75,42.0,5.3,1700.0,52.6,42.1,0.0,0.0,3.0,0.8,40.0,45.0,100.0,100.0,noband
19901209,m208,abbeypress,27490,no,key,yes,benton,gallatin,uncoated,coated,no,line,no,albert70,802,2,catalog,northus,1910.0,32.0,42.0,0.233,16.0,70.0,0.625,46.0,0.0,1350.0,60.2,39.8,0.0,0.0,3.0,1.0,34.0,40.0,100.0,100.0,noband
19930514,i46,modmat,47403,,key,,,gallatin,coated,coated,,,yes,albert70,816,2,catalog,,1911.0,,52.0,0.2,16.0,75.0,0.3125,25.0,,1500.0,,,,,2.5,0.6,,40.0,109.1,100.0,band
19910603,e74,kmart,37365,no,key,yes,benton,gallatin,uncoated,coated,no,line,no,motter94,827,2,tabloid,canadian,1911.0,37.5,70.0,0.333,14.9,64.0,0.75,28.0,3.4,1500.0,57.5,39.1,0.0,0.0,2.5,1.0,40.0,40.0,106.89,100.0,noband
19901209,f466,abbeypress,27490,no,key,yes,benton,gallatin,uncoated,coated,no,line,no,albert70,802,7,catalog,northus,1910.0,32.0,42.0,0.233,16.0,70.0,0.625,48.0,0.0,1350.0,63.9,36.1,0.0,0.0,3.0,1.0,34.0,40.0,100.0,100.0,noband
19910227,e90,kmart,37254,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,motter94,821,7,tabloid,,1911.0,42.5,41.0,0.3,14.0,70.0,0.625,20.0,2.3,1750.0,57.5,40.0,4.0,0.0,2.5,0.7,35.0,40.0,96.97,100.0,noband
19900818,x132,lazarus,34154,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,motter94,828,10,tabloid,canadian,1910.0,30.0,56.0,0.367,14.7,83.0,1.0,30.0,10.8,1600.0,53.8,35.5,0.0,6.0,2.6,1.2,40.0,35.0,100.0,100.0,noband
19900611,f257,campingworld,36874,,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,815,9,catalog,canadian,,,60.0,,15.5,80.0,,30.0,13.0,1750.0,54.3,32.6,0.0,0.0,2.75,1.0,33.0,,,100.0,noband
19910609,y255,kmart,37365,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,woodhoe70,815,9,tabloid,northus,1911.0,35.0,62.0,0.4,14.5,94.0,1.0,35.0,0.0,1900.0,63.3,36.7,0.0,0.0,2.5,1.0,35.0,40.0,106.89,100.0,band
19900425,g496,burdines,34664,yes,key,yes,benton,gallatin,uncoated,uncoated,no,xylol,yes,woodhoe70,816,9,tabloid,northus,1910.0,45.0,49.0,0.2,16.0,72.0,0.375,38.0,15.0,1650.0,50.0,35.0,0.0,0.0,2.5,0.2,38.0,33.0,96.9,100.0,band
19930217,w368,jfk,35986,,key,,,gallatin,coated,coated,,,yes,woodhoe70,802,7,spiegel,,1910.0,,40.0,0.333,14.5,70.0,0.75,60.0,,1250.0,,,,,2.0,1.5,,40.0,112.5,100.0,band
19901219,x837,tvguide,25452,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter94,821,2,tabloid,northus,1910.0,65.0,50.0,0.2,15.1,75.0,0.625,20.0,19.0,1800.0,47.6,33.4,0.0,0.0,2.7,0.6,34.0,40.0,110.71,100.0,noband
19901212,x819,tvguide,25451,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter94,821,7,tabloid,northus,1910.0,55.0,40.0,0.3,15.1,69.0,0.625,20.0,19.5,1450.0,44.2,36.3,0.0,0.0,2.5,0.9,34.0,40.0,106.45,100.0,noband
19900606,r15,target,34546,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,816,2,spiegel,canadian,1911.0,52.5,54.0,0.267,14.6,82.0,,32.0,10.5,2400.0,52.6,36.8,0.0,0.0,2.5,0.5,30.0,40.0,100.0,100.0,noband
19910314,f615,modmat,47202,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter70,813,1,catalog,northus,,52.5,37.0,0.2,15.0,66.0,0.75,,13.3,1600.0,55.6,42.2,0.0,0.0,2.4,0.8,40.0,40.0,100.0,100.0,noband
19910503,x249,guideposts,23055,yes,key,yes,benton,gallatin,uncoated,cover,no,line,yes,motter94,821,7,tabloid,,1910.0,42.5,52.0,0.4,13.9,76.0,0.625,25.0,0.0,1800.0,50.0,50.0,0.0,0.0,2.5,0.9,40.0,40.0,106.66,100.0,band
19900915,f679,modmat,47105,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,woodhoe70,816,9,catalog,northus,1910.0,65.0,60.0,0.267,14.5,80.0,0.25,38.0,15.8,1900.0,49.5,34.6,0.0,0.0,2.9,0.7,40.0,40.0,103.3,100.0,noband
19910524,x29,roses,35758,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,828,2,tabloid,canadian,1910.0,40.0,62.0,0.267,16.0,84.0,0.9375,32.0,0.0,2200.0,58.8,41.2,4.0,0.0,1.4,1.0,30.0,40.0,106.45,100.0,noband
19910402,x838,tvguide,25515,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter94,821,7,tabloid,northus,1911.0,42.5,46.0,0.3,14.0,77.0,0.625,42.0,15.8,1850.0,49.5,34.6,8.0,0.0,1.5,0.8,34.0,40.0,100.0,100.0,band
19910528,f510,modmat,47203,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter70,813,1,catalog,northus,1910.0,50.0,68.0,0.367,13.4,70.0,,,20.4,1700.0,46.3,33.3,0.0,0.0,2.5,1.0,40.0,40.0,106.45,100.0,band
19900620,o7,target,34547,no,key,yes,benton,gallatin,coated,coated,no,line,,motter94,827,2,spiegel,canadian,1910.0,32.5,54.0,0.267,15.5,78.0,1.0,25.0,0.0,1900.0,58.8,41.2,10.0,0.0,2.5,0.5,30.0,35.0,93.3,100.0,noband
19910804,y270,kmart,37371,no,key,yes,benton,gallatin,uncoated,coated,no,line,no,woodhoe70,816,2,tabloid,,1910.0,40.0,58.0,0.2,15.5,84.0,0.375,25.0,9.0,2000.0,52.8,38.2,5.0,0.0,3.0,1.1,35.0,40.0,103.125,100.0,noband
19910817,r18,sheplers,35529,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,albert70,802,2,spiegel,,1910.0,45.0,58.0,0.2,17.0,72.0,0.75,,3.2,1470.0,53.8,43.0,0.0,0.0,3.0,1.0,34.0,40.0,100.0,100.0,noband
19901206,g81,lurias,36805,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,woodhoe70,815,9,tabloid,mideuropean,1910.0,50.0,42.0,0.267,16.0,88.0,0.75,33.0,11.5,1650.0,52.1,36.4,0.0,0.0,2.5,1.0,38.0,40.0,106.25,100.0,noband
19910318,f72,kmart,37355,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,motter94,827,9,tabloid,,1910.0,40.0,43.0,0.35,16.1,70.0,0.625,20.0,11.1,2000.0,55.6,33.3,4.0,0.0,1.8,0.9,35.0,40.0,103.22,100.0,noband
19910406,s180,bestprod,37822,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,motter70,813,5,catalog,northus,1910.0,40.0,44.0,0.233,15.5,68.0,0.75,,5.6,1750.0,55.6,38.9,0.0,0.0,1.5,0.5,35.0,40.0,103.125,100.0,noband
19910619,x760,wards,37199,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,motter94,824,9,tabloid,canadian,1910.0,40.0,64.0,0.2,16.5,82.0,0.5625,30.0,2.3,1900.0,57.5,40.2,0.0,0.0,1.3,0.8,30.0,40.0,106.45,100.0,band
19910626,i343,massey,37938,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,woodhoe70,816,9,catalog,northus,1910.0,45.0,65.0,0.3,16.3,78.0,0.75,32.0,3.4,1700.0,56.8,39.8,4.0,0.0,2.5,1.0,34.0,40.0,106.45,100.0,band
19900507,t383,modmat,47103,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter70,813,10,catalog,northus,1910.0,40.0,54.0,0.267,14.42,87.0,1.0,,4.5,1700.0,56.2,39.3,0.0,0.0,2.5,1.0,40.0,33.0,96.8,100.0,noband
19900926,x326,walmart,36578,no,key,yes,benton,gallatin,coated,coated,no,line,no,motter94,827,9,tabloid,mideuropean,1911.0,35.0,48.0,0.233,14.5,76.0,0.75,20.0,0.0,2225.0,62.5,37.5,4.0,0.0,2.7,1.2,33.0,40.0,106.25,90.0,noband
19910307,f615,modmat,47202,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter70,813,1,catalog,northus,1910.0,52.5,45.0,0.2,15.3,72.0,0.75,,12.4,1600.0,51.5,36.1,0.0,0.0,2.5,1.0,40.0,40.0,109.67,100.0,noband
19901007,m65,casliving,38059,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,albert70,802,2,catalog,northus,1910.0,42.5,52.0,0.233,18.0,70.0,0.625,45.0,0.0,1700.0,58.8,41.2,0.0,0.0,3.0,0.7,34.0,40.0,103.125,100.0,noband
19900723,x232,eckerds,34685,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,828,2,tabloid,canadian,1911.0,50.0,61.0,0.267,14.2,88.0,1.0,29.0,0.0,2350.0,52.6,47.4,,0.0,2.5,1.1,30.0,40.0,93.75,100.0,noband
19930219,t30,colorfulimage,37046,,key,,,gallatin,coated,coated,,,yes,woodhoe70,802,7,catalog,,1911.0,,39.0,0.3,16.0,72.0,0.75,50.0,,1350.0,,,,,2.5,2.2,,40.0,106.6,95.0,band
19910415,g145,wards,37333,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,815,2,tabloid,canadian,1911.0,50.0,60.0,0.267,13.6,86.0,1.125,28.0,0.0,1500.0,64.1,35.9,0.0,0.0,2.5,1.0,33.0,40.0,106.45,100.0,band
19900920,g657,colortile,34749,no,key,yes,benton,gallatin,coated,coated,no,line,no,woodhoe70,816,2,tabloid,canadian,,,46.0,,16.0,72.0,0.5,32.0,0.0,1673.0,58.8,41.2,0.0,0.0,2.5,1.5,30.0,,,,band
19901008,x389,ames,34587,no,key,yes,benton,gallatin,coated,coated,no,line,no,motter94,827,9,tabloid,canadian,1911.0,30.0,53.0,0.3,15.0,80.0,0.75,30.0,15.0,2290.0,50.0,35.0,0.0,0.0,2.5,1.0,33.0,40.0,110.7,100.0,noband
19901113,x766,kmart,36167,no,key,,benton,gallatin,uncoated,coated,no,line,yes,motter94,828,9,tabloid,scandanavian,1910.0,45.0,41.0,0.2,14.6,74.0,1.0,32.0,21.0,2300.0,47.6,31.4,4.0,0.0,2.5,1.1,35.0,40.0,96.77,100.0,noband
19910718,x197,tvguide,25530,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter94,821,7,tabloid,,1910.0,42.0,58.0,0.233,16.0,78.0,0.5,25.0,0.0,1800.0,58.8,41.2,5.0,0.0,2.5,1.0,34.0,40.0,103.125,100.0,noband
19901214,r9,target,34556,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,816,2,spiegel,canadian,1910.0,37.5,41.0,,15.0,80.0,0.5,30.0,0.0,2398.0,58.8,41.2,9.0,0.0,2.5,0.7,30.0,40.0,106.45,100.0,noband
19900811,j38,wards,36882,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,816,9,tabloid,canadian,1910.0,35.0,53.0,0.267,14.7,80.0,1.0,,5.5,2150.0,55.6,38.9,0.0,0.0,2.5,0.4,30.0,35.0,111.1,100.0,noband
19901108,t281,modmat,47106,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,albert70,802,2,catalog,canadian,1910.0,40.0,43.0,0.2,13.5,76.0,0.75,52.0,4.4,1726.0,55.0,40.6,0.0,0.0,3.0,1.0,40.0,40.0,96.77,100.0,noband
19901211,x342,ames,34590,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,827,9,tabloid,canadian,1910.0,50.0,40.0,0.3,15.0,72.0,0.75,30.0,0.0,2233.0,58.8,41.2,8.0,0.0,1.5,1.0,33.0,40.0,106.45,100.0,noband
19900825,x727,ames,38013,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,motter94,824,2,tabloid,,1910.0,40.0,55.0,0.533,15.4,80.0,0.8125,30.0,10.2,2400.0,51.0,38.8,0.0,0.0,1.7,0.7,30.0,45.0,93.75,100.0,noband
19910215,r5,target,35811,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,815,2,spiegel,canadian,1910.0,45.0,38.0,,15.0,80.0,0.625,30.0,7.0,1600.0,58.1,34.9,0.0,0.0,2.5,1.5,30.0,40.0,103.22,100.0,band
19910604,x346,kmart,37365,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,motter94,828,9,tabloid,scandanavian,1910.0,47.5,68.0,0.35,16.0,80.0,0.75,30.0,0.0,2250.0,52.1,47.9,0.0,0.0,1.5,0.75,35.0,40.0,106.45,100.0,noband
19900727,f257,rei,36644,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,albert70,802,2,catalog,northus,1910.0,60.0,53.0,0.3,18.0,103.0,0.625,50.0,22.1,1600.0,41.0,36.9,0.0,0.0,3.0,0.7,40.0,35.0,105.2,100.0,noband
19930205,r32,target,35502,,key,,,gallatin,super,uncoated,,,yes,albert70,815,2,spiegel,,1910.0,,35.0,0.3,16.2,88.0,0.5,28.0,,1750.0,,,,,2.3,1.0,,40.0,106.0,100.0,band
19910304,e26,kmart,37386,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter94,827,2,tabloid,southus,1910.0,40.0,47.0,0.333,24.5,78.0,0.875,30.0,8.8,2100.0,54.9,36.3,16.0,0.0,2.3,1.0,40.0,40.0,100.0,100.0,band
19910508,x746,tvguide,25520,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter94,821,7,tabloid,northus,1910.0,45.0,57.0,0.267,14.0,76.0,0.75,20.0,3.4,1800.0,56.2,40.4,2.0,0.0,2.0,0.8,34.0,40.0,103.125,100.0,band
19900813,x184,walmart,34493,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,824,2,tabloid,,1910.0,30.0,54.0,0.167,14.6,70.0,0.8125,30.0,0.0,2000.0,58.8,41.2,0.0,0.0,1.5,0.6,30.0,35.0,106.9,100.0,noband
