V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,target
1154.0,1165.0,23012.0,23019.0,42.0,12.0,10.0,8361.0,190,207,1353.0,0,1,200.0,0.2779,0.4545,0.6364,0.0081,0.9167,0.7,0.0,1.6233,1.0414,0.8451,-0.3636,0.5552,0.1822,Other_Faults
1051.0,1063.0,168407.0,168485.0,414.0,57.0,78.0,36600.0,78,101,1360.0,0,1,200.0,0.4368,0.5577,0.1539,0.0088,0.2105,1.0,1.0,2.617,1.0792,1.8921,0.8461,-0.3093,0.9856,Other_Faults
61.0,99.0,4757479.0,4757628.0,1970.0,210.0,181.0,29002.0,0,39,1346.0,1,0,100.0,0.0906,0.6521,0.255,0.0282,0.181,0.8232,1.0,3.2945,1.5798,2.1732,0.745,-0.885,1.0,Other_Faults
741.0,756.0,614880.0,614919.0,392.0,19.0,39.0,40498.0,77,127,1360.0,1,0,150.0,0.8882,0.3299,0.3846,0.011,0.7895,1.0,1.0,2.5933,1.1761,1.5911,0.6154,-0.1929,0.8682,Other_Faults
75.0,82.0,1196901.0,1196915.0,61.0,12.0,14.0,5695.0,81,109,1354.0,1,0,70.0,0.1108,0.3776,0.5,0.0052,0.5833,1.0,1.0,1.7853,0.8451,1.1461,0.5,-0.2706,0.204,Z_Scratch
41.0,222.0,1018714.0,1018885.0,16220.0,780.0,453.0,1877827.0,19,141,1400.0,0,1,40.0,0.0586,0.476,0.9448,0.1293,0.2321,0.3775,0.0,4.2101,2.2577,2.233,-0.0553,-0.0955,1.0,K_Scratch
2.0,8.0,448681.0,448720.0,137.0,18.0,39.0,18013.0,121,143,1687.0,0,1,200.0,0.0024,0.4145,0.1539,0.0036,0.3333,1.0,1.0,2.1367,0.7782,1.5911,0.8461,0.0272,0.3882,Other_Faults
919.0,928.0,578380.0,578392.0,88.0,10.0,13.0,14808.0,148,182,1387.0,0,1,40.0,0.6619,0.1852,0.75,0.0065,0.9,0.9231,1.0,1.9445,0.9542,1.0792,0.25,0.3146,0.215,K_Scratch
523.0,567.0,266325.0,266337.0,209.0,67.0,30.0,26833.0,119,141,1360.0,0,1,40.0,0.7691,0.6042,0.2727,0.0323,0.6567,0.4,0.0,2.3201,1.6435,1.0792,-0.7273,0.003,0.8183,Other_Faults
233.0,259.0,1482749.0,1482753.0,60.0,26.0,4.0,7043.0,111,127,1654.0,1,0,69.0,0.2817,0.4231,0.1539,0.0157,1.0,1.0,0.0,1.7781,1.415,0.6021,-0.8461,-0.0829,0.2105,Other_Faults
1069.0,1090.0,2993390.0,2993405.0,113.0,40.0,21.0,10613.0,82,116,1364.0,1,0,80.0,0.4018,0.6413,0.7143,0.0154,0.525,0.7143,0.0,2.0531,1.3222,1.1761,-0.2857,-0.2663,0.5212,Bumps
0.0,9.0,35152.0,35164.0,61.0,10.0,12.0,10855.0,168,189,1387.0,0,1,40.0,0.0,0.4352,0.75,0.0065,0.9,1.0,1.0,1.7853,0.9542,1.0792,0.25,0.3902,0.215,K_Scratch
73.0,110.0,939291.0,939346.0,903.0,76.0,83.0,100112.0,91,134,1694.0,1,0,80.0,0.0862,0.5563,0.6727,0.0218,0.4868,0.6626,1.0,2.9557,1.5682,1.7404,0.3273,-0.1339,1.0,Bumps
39.0,216.0,2648545.0,2648612.0,6309.0,269.0,140.0,660758.0,45,127,1358.0,0,1,40.0,0.0574,0.468,0.3785,0.1303,0.658,0.4786,0.0,3.8,2.248,1.8261,-0.6215,-0.1818,1.0,K_Scratch
2.0,27.0,830707.0,830795.0,1014.0,96.0,102.0,61231.0,40,79,1356.0,1,0,70.0,0.003,0.5391,0.2841,0.0184,0.2604,0.8627,1.0,3.006,1.3979,1.9445,0.7159,-0.5282,1.0,Z_Scratch
39.0,215.0,2109173.0,2109236.0,6763.0,277.0,151.0,706929.0,42,124,1358.0,0,1,40.0,0.0574,0.3901,0.358,0.1296,0.6354,0.4172,0.0,3.8301,2.2455,1.7993,-0.6421,-0.1834,1.0,K_Scratch
895.0,904.0,10343919.0,10343928.0,50.0,11.0,9.0,6005.0,112,127,1360.0,0,1,40.0,0.6706,0.3827,1.0,0.0066,0.8182,1.0,0.5,1.699,0.9542,0.9542,0.0,-0.0617,0.1862,Bumps
1573.0,1591.0,3116210.0,3116226.0,99.0,35.0,20.0,10357.0,97,116,1692.0,0,1,70.0,0.1194,0.6563,0.8889,0.0106,0.5143,0.8,0.0,1.9956,1.2553,1.2041,-0.1111,-0.1827,0.4763,Other_Faults
41.0,190.0,1799909.0,1800071.0,11388.0,705.0,420.0,1311391.0,36,140,1402.0,0,1,40.0,0.0585,0.5282,0.9197,0.1063,0.2113,0.3857,1.0,4.0564,2.1732,2.2095,0.0803,-0.1003,1.0,K_Scratch
345.0,360.0,7203465.0,7203481.0,163.0,21.0,16.0,18644.0,99,127,1360.0,0,1,40.0,0.5074,0.3208,0.9375,0.011,0.7143,1.0,1.0,2.2122,1.1761,1.2041,0.0625,-0.1064,0.3977,Bumps
41.0,220.0,1679793.0,1679864.0,6519.0,331.0,159.0,674120.0,41,124,1356.0,0,1,40.0,0.0605,0.4871,0.3966,0.132,0.5408,0.4465,0.0,3.8142,2.2529,1.8513,-0.6033,-0.1921,1.0,K_Scratch
249.0,277.0,325780.0,325796.0,273.0,54.0,22.0,35033.0,119,141,1360.0,0,1,40.0,0.3662,0.3906,0.5714,0.0206,0.5185,0.7273,0.0,2.4362,1.4472,1.2041,-0.4286,0.0026,0.7254,Other_Faults
32.0,44.0,2070769.0,2070796.0,142.0,30.0,29.0,12465.0,72,109,1354.0,1,0,70.0,0.0473,0.5617,0.4444,0.0089,0.4,0.931,1.0,2.1523,1.0792,1.4314,0.5556,-0.3142,0.5362,Z_Scratch
867.0,887.0,681373.0,681396.0,236.0,52.0,32.0,28625.0,112,133,1364.0,0,1,50.0,0.6994,0.487,0.8696,0.0147,0.3846,0.7188,1.0,2.3729,1.301,1.3617,0.1304,-0.0524,0.7411,Other_Faults
1503.0,1510.0,893849.0,893861.0,66.0,9.0,12.0,6625.0,87,118,1632.0,1,0,100.0,0.1495,0.2143,0.5833,0.0043,0.7778,1.0,1.0,1.8195,0.8451,1.0792,0.4167,-0.2158,0.1892,Pastry
55.0,65.0,1713172.0,1713184.0,64.0,16.0,13.0,7286.0,102,126,1356.0,1,0,70.0,0.0811,0.4667,0.8333,0.0074,0.625,0.9231,1.0,1.8062,1.0,1.0792,0.1667,-0.1106,0.2288,Z_Scratch
1241.0,1248.0,796972.0,796976.0,18.0,7.0,5.0,2318.0,122,141,1356.0,0,1,50.0,0.1593,0.3571,0.5714,0.0052,1.0,0.8,0.0,1.2553,0.8451,0.6021,-0.4286,0.0061,0.1384,Stains
1267.0,1278.0,1340865.0,1340875.0,70.0,12.0,10.0,7890.0,91,131,1624.0,1,0,70.0,0.4261,0.3636,0.9091,0.0068,0.9167,1.0,0.0,1.8451,1.0414,1.0,-0.0909,-0.1194,0.2173,Bumps
53.0,81.0,2595595.0,2595643.0,578.0,73.0,68.0,52482.0,76,109,1356.0,1,0,70.0,0.0782,0.5699,0.5833,0.0206,0.3836,0.7059,1.0,2.7619,1.4472,1.6812,0.4167,-0.2906,0.999,Z_Scratch
129.0,173.0,439740.0,439763.0,366.0,59.0,42.0,42778.0,107,134,1358.0,0,1,175.0,0.19,0.6383,0.5227,0.0324,0.7458,0.5476,0.0,2.5635,1.6435,1.3617,-0.4773,-0.0869,0.9913,Other_Faults
691.0,713.0,1446060.0,1446073.0,143.0,39.0,24.0,15000.0,93,119,1366.0,1,0,80.0,0.9561,0.5,0.5909,0.0161,0.5641,0.5417,0.0,2.1553,1.3424,1.1139,-0.4091,-0.1805,0.4729,Bumps
158.0,177.0,587778.0,587795.0,146.0,38.0,22.0,19116.0,124,140,1387.0,0,1,40.0,0.2278,0.548,0.8947,0.0137,0.5,0.7727,0.0,2.1644,1.2787,1.2305,-0.1053,0.0229,0.5345,Other_Faults
1674.0,1684.0,1161637.0,1161649.0,59.0,14.0,12.0,4717.0,72,93,1692.0,1,0,70.0,0.0095,0.5083,0.8333,0.0059,0.7143,1.0,1.0,1.7708,1.0,1.0792,0.1667,-0.3754,0.2288,Bumps
1043.0,1076.0,4399271.0,4399296.0,208.0,64.0,49.0,23267.0,96,133,1364.0,1,0,80.0,0.4223,0.7479,0.7576,0.0242,0.5156,0.5102,0.0,2.3181,1.5185,1.3979,-0.2424,-0.1261,0.9703,Bumps
207.0,225.0,1067022.0,1067027.0,55.0,19.0,6.0,7484.0,122,150,1372.0,1,0,69.0,0.3018,0.3889,0.2778,0.0131,0.9474,0.8333,0.0,1.7404,1.2553,0.699,-0.7222,0.0631,0.1954,Other_Faults
197.0,263.0,4458892.0,4458905.0,385.0,72.0,37.0,45215.0,103,135,1364.0,1,0,80.0,0.2889,0.5513,0.197,0.0484,0.9167,0.3514,0.0,2.5855,1.8195,1.1139,-0.803,-0.0825,0.976,Bumps
19.0,57.0,103914.0,103916.0,54.0,38.0,2.0,7498.0,101,180,1362.0,1,0,70.0,0.0279,0.2895,0.0526,0.0279,1.0,1.0,0.0,1.7324,1.5798,0.301,-0.9474,0.0848,0.1812,Other_Faults
1563.0,1587.0,1398598.0,1398603.0,80.0,25.0,11.0,8595.0,97,117,1652.0,1,0,70.0,0.0787,0.3333,0.2083,0.0145,0.96,0.4545,0.0,1.9031,1.3802,0.699,-0.7917,-0.1606,0.2288,Other_Faults
225.0,346.0,130372.0,130421.0,3228.0,166.0,89.0,260241.0,38,103,1670.0,0,1,40.0,0.2695,0.4556,0.405,0.0725,0.7289,0.5506,0.0,3.5089,2.0828,1.6902,-0.595,-0.3702,1.0,K_Scratch
126.0,163.0,544375.0,544389.0,200.0,50.0,30.0,24389.0,114,134,1358.0,0,1,40.0,0.1856,0.6139,0.3784,0.0272,0.74,0.4667,0.0,2.301,1.5682,1.1461,-0.6216,-0.0473,0.8082,K_Scratch
108.0,120.0,1471277.0,1471288.0,64.0,16.0,13.0,7216.0,102,124,1356.0,1,0,70.0,0.1593,0.5152,0.9167,0.0088,0.75,0.8461,0.0,1.8062,1.0792,1.0414,-0.0833,-0.1191,0.2432,Z_Scratch
1662.0,1670.0,2729960.0,2729972.0,55.0,11.0,12.0,4727.0,80,93,1690.0,1,0,70.0,0.0237,0.4271,0.6667,0.0047,0.7273,1.0,1.0,1.7404,0.9031,1.0792,0.3333,-0.3286,0.2018,Other_Faults
127.0,147.0,152117.0,152274.0,1499.0,168.0,174.0,156200.0,90,119,1392.0,0,1,220.0,0.1825,0.5226,0.1274,0.0144,0.1191,0.9023,1.0,3.1758,1.301,2.1959,0.8726,-0.1859,1.0,Other_Faults
1685.0,1692.0,297096.0,297166.0,349.0,33.0,70.0,24697.0,45,95,1698.0,0,1,90.0,0.0071,0.2878,0.1,0.0041,0.2121,1.0,1.0,2.5428,0.8451,1.8451,0.9,-0.4471,0.7776,Pastry
39.0,193.0,707526.0,707593.0,6117.0,182.0,113.0,637707.0,49,127,1358.0,0,1,40.0,0.0574,0.4072,0.4351,0.1134,0.8461,0.5929,0.0,3.7865,2.1875,1.8261,-0.5649,-0.1855,1.0,K_Scratch
41.0,216.0,1647865.0,1647927.0,6501.0,257.0,115.0,672664.0,43,125,1356.0,0,1,40.0,0.0605,0.4008,0.3543,0.1291,0.6809,0.5391,0.0,3.813,2.243,1.7924,-0.6457,-0.1916,1.0,K_Scratch
889.0,921.0,12438460.0,12438491.0,699.0,38.0,32.0,79690.0,78,132,1360.0,0,1,40.0,0.6456,0.2954,0.9688,0.0235,0.8421,0.9688,0.0,2.8445,1.5051,1.4914,-0.0313,-0.1093,0.99,Bumps
584.0,590.0,83249.0,83253.0,15.0,6.0,4.0,1522.0,90,118,1358.0,0,1,50.0,0.8601,0.375,0.6667,0.0044,1.0,1.0,0.0,1.1761,0.7782,0.6021,-0.3333,-0.2073,0.1353,Stains
867.0,878.0,419960.0,419973.0,108.0,11.0,13.0,17174.0,123,181,1387.0,0,1,40.0,0.734,0.2448,0.8461,0.0079,1.0,1.0,1.0,2.0334,1.0414,1.1139,0.1539,0.2423,0.257,K_Scratch
63.0,73.0,3947227.0,3947239.0,85.0,11.0,12.0,9693.0,95,133,1648.0,1,0,80.0,0.0765,0.2917,0.8333,0.0061,0.9091,1.0,1.0,1.9294,1.0,1.0792,0.1667,-0.1091,0.2288,Bumps
965.0,975.0,71777.0,71788.0,63.0,16.0,12.0,9037.0,136,156,1696.0,1,0,85.0,0.8502,0.4273,0.9091,0.0059,0.625,0.9167,1.0,1.7993,1.0,1.0414,0.0909,0.1207,0.2173,Bumps
144.0,150.0,254652.0,254670.0,56.0,16.0,19.0,6593.0,109,126,1354.0,1,0,70.0,0.2127,0.4815,0.3333,0.0044,0.375,0.9474,1.0,1.7482,0.7782,1.2553,0.6667,-0.0802,0.215,Z_Scratch
265.0,297.0,492514.0,492654.0,2293.0,107.0,140.0,217759.0,82,116,1353.0,0,1,300.0,0.3917,0.4882,0.2286,0.0236,0.2991,1.0,1.0,3.3604,1.5051,2.1461,0.7714,-0.2581,1.0,Other_Faults
1061.0,1085.0,3326735.0,3326756.0,161.0,44.0,39.0,15643.0,85,124,1362.0,1,0,80.0,0.4067,0.6806,0.875,0.0176,0.5454,0.5385,0.0,2.2068,1.3802,1.3222,-0.125,-0.2409,0.7933,Bumps
41.0,185.0,2460355.0,2460408.0,5357.0,181.0,90.0,764.0,123,134,1402.0,0,1,40.0,0.0585,0.2981,0.3681,0.1027,0.7956,0.5889,0.0,3.7289,2.1584,1.7243,-0.6319,-0.9989,1.0,K_Scratch
39.0,191.0,2300567.0,2300643.0,5957.0,289.0,166.0,637883.0,48,135,1404.0,0,1,40.0,0.0556,0.4843,0.5,0.1083,0.526,0.4578,0.0,3.775,2.1818,1.8808,-0.5,-0.1634,1.0,K_Scratch
814.0,823.0,119924.0,119932.0,52.0,10.0,8.0,4695.0,74,103,1662.0,1,0,100.0,0.9795,0.2778,0.8889,0.0054,0.9,1.0,0.0,1.716,0.9542,0.9031,-0.1111,-0.2946,0.1773,Bumps
18.0,40.0,2133912.0,2133915.0,54.0,22.0,3.0,6479.0,87,158,1692.0,1,0,70.0,0.0213,0.1818,0.1364,0.013,1.0,1.0,0.0,1.7324,1.3424,0.4771,-0.8636,-0.0626,0.1715,Other_Faults
161.0,168.0,2891780.0,2891804.0,158.0,9.0,24.0,16680.0,80,119,1387.0,0,1,40.0,0.2322,0.0595,0.2917,0.005,0.7778,1.0,1.0,2.1987,0.8451,1.3802,0.7083,-0.1752,0.2901,Pastry
1627.0,1637.0,2637324.0,2637334.0,68.0,10.0,10.0,6567.0,83,109,1690.0,1,0,60.0,0.0627,0.32,1.0,0.0059,1.0,1.0,0.5,1.8325,1.0,1.0,0.0,-0.2455,0.2061,Bumps
39.0,192.0,1554895.0,1555056.0,13185.0,572.0,370.0,1529932.0,30,141,1400.0,0,1,40.0,0.0557,0.4647,0.9503,0.1093,0.2675,0.4351,1.0,4.1201,2.1847,2.2068,0.0497,-0.0935,1.0,K_Scratch
100.0,175.0,909876.0,909953.0,1923.0,227.0,139.0,241083.0,116,140,1356.0,0,1,40.0,0.1475,0.667,0.974,0.0553,0.3304,0.554,1.0,3.284,1.8751,1.8865,0.026,-0.0206,1.0,K_Scratch
84.0,214.0,7261606.0,7261658.0,4080.0,188.0,91.0,435821.0,64,127,1358.0,0,1,40.0,0.1237,0.3965,0.4,0.0957,0.6915,0.5714,0.0,3.6107,2.1139,1.716,-0.6,-0.1655,1.0,K_Scratch
145.0,159.0,102099.0,102111.0,63.0,20.0,15.0,7752.0,109,140,1354.0,1,0,70.0,0.2142,0.625,0.8571,0.0103,0.7,0.8,0.0,1.7993,1.1461,1.0792,-0.1429,-0.0387,0.2901,Z_Scratch
10.0,32.0,718425.0,718521.0,964.0,106.0,103.0,53750.0,29,84,1356.0,1,0,70.0,0.0148,0.5436,0.2292,0.0162,0.2076,0.932,1.0,2.9841,1.3424,1.9823,0.7708,-0.5644,1.0,Z_Scratch
39.0,216.0,2382409.0,2382472.0,6239.0,263.0,135.0,648169.0,46,124,1358.0,0,1,40.0,0.0574,0.4405,0.3559,0.1303,0.673,0.4667,0.0,3.7951,2.248,1.7993,-0.6441,-0.1884,1.0,K_Scratch
296.0,310.0,1731318.0,1731347.0,224.0,34.0,30.0,26255.0,108,127,1690.0,0,1,70.0,0.3503,0.4483,0.4828,0.0083,0.4118,0.9667,1.0,2.3503,1.1461,1.4624,0.5172,-0.0843,0.6663,Other_Faults
41.0,221.0,1228221.0,1228359.0,11348.0,595.0,357.0,1302540.0,27,143,1400.0,0,1,40.0,0.0586,0.5432,0.7667,0.1286,0.3025,0.3866,0.0,4.0549,2.2553,2.1399,-0.2333,-0.1033,1.0,K_Scratch
25.0,31.0,55671.0,55688.0,64.0,12.0,17.0,9996.0,147,166,1353.0,0,1,200.0,0.0369,0.3726,0.3529,0.0044,0.5,1.0,1.0,1.8062,0.7782,1.2305,0.6471,0.2202,0.2083,Other_Faults
133.0,142.0,2243918.0,2243932.0,101.0,12.0,14.0,11300.0,95,135,1692.0,1,0,60.0,0.1572,0.1984,0.6429,0.0053,0.75,1.0,1.0,2.0043,0.9542,1.1461,0.3571,-0.1259,0.2359,Bumps
256.0,280.0,225183.0,225253.0,833.0,91.0,80.0,86329.0,85,117,1692.0,0,1,300.0,0.3026,0.5042,0.3429,0.0142,0.2637,0.875,1.0,2.9207,1.3802,1.8451,0.6571,-0.1903,0.9999,Other_Faults
545.0,583.0,425925.0,425936.0,162.0,46.0,27.0,17260.0,99,126,1360.0,0,1,40.0,0.8015,0.6124,0.2895,0.0279,0.8261,0.4074,0.0,2.2095,1.5798,1.0414,-0.7105,-0.1676,0.6839,Other_Faults
1094.0,1101.0,1506525.0,1506531.0,17.0,7.0,7.0,2310.0,129,149,1360.0,0,1,50.0,0.3809,0.5952,0.8571,0.0052,1.0,0.8571,0.0,1.2305,0.8451,0.7782,-0.1429,0.0616,0.1499,Stains
799.0,806.0,1029590.0,1029596.0,33.0,9.0,6.0,3751.0,105,126,1698.0,0,1,60.0,0.9411,0.2143,0.8571,0.0041,0.7778,1.0,0.0,1.5185,0.8451,0.7782,-0.1429,-0.112,0.1499,Other_Faults
41.0,193.0,1970337.0,1970509.0,10941.0,685.0,407.0,1246740.0,40,140,1402.0,0,1,40.0,0.0585,0.5815,0.8837,0.1084,0.2219,0.4226,1.0,4.0391,2.1818,2.2355,0.1163,-0.1098,1.0,K_Scratch
39.0,214.0,1174946.0,1175131.0,13601.0,805.0,503.0,1579135.0,25,141,1400.0,0,1,40.0,0.0557,0.5799,0.9459,0.125,0.2174,0.3678,1.0,4.1336,2.243,2.2672,0.054,-0.0929,1.0,K_Scratch
1082.0,1095.0,825488.0,825519.0,192.0,34.0,32.0,24530.0,120,140,1374.0,0,1,40.0,0.4061,0.5236,0.4193,0.0095,0.3823,0.9688,1.0,2.2833,1.1139,1.4914,0.5806,-0.0019,0.6619,Other_Faults
66.0,92.0,961682.0,961728.0,613.0,95.0,77.0,63480.0,90,117,1356.0,1,0,70.0,0.0974,0.4875,0.5652,0.0192,0.2737,0.5974,1.0,2.7875,1.415,1.6628,0.4348,-0.191,0.9974,Z_Scratch
39.0,209.0,1434944.0,1435012.0,6676.0,240.0,128.0,688430.0,37,125,1356.0,0,1,40.0,0.0575,0.4225,0.4,0.1254,0.7083,0.5313,0.0,3.8245,2.2304,1.8325,-0.6,-0.1944,1.0,K_Scratch
768.0,918.0,370947.0,370955.0,660.0,153.0,61.0,89110.0,113,156,1360.0,1,0,80.0,0.65,0.45,0.0533,0.1103,0.9804,0.1312,0.0,2.8195,2.1761,0.9031,-0.9467,0.0548,0.9975,Other_Faults
16.0,32.0,21104.0,21135.0,225.0,51.0,57.0,33183.0,133,165,1353.0,0,1,100.0,0.0236,0.5464,0.5161,0.0118,0.3137,0.5439,1.0,2.3522,1.2041,1.4914,0.4839,0.1522,0.7844,Other_Faults
1410.0,1420.0,1164921.0,1164931.0,60.0,12.0,10.0,6342.0,88,124,1624.0,1,0,70.0,0.2512,0.4,1.0,0.0062,0.8333,1.0,0.5,1.7781,1.0,1.0,0.0,-0.1742,0.2061,Bumps
196.0,209.0,157035.0,157044.0,60.0,20.0,14.0,7508.0,117,135,1364.0,0,1,40.0,0.2874,0.4872,0.6923,0.0095,0.65,0.6429,0.0,1.7781,1.1139,0.9542,-0.3077,-0.0224,0.2253,Other_Faults
168.0,201.0,983776.0,983827.0,694.0,60.0,53.0,77691.0,94,127,1354.0,1,0,70.0,0.2482,0.5876,0.6471,0.0244,0.55,0.9623,1.0,2.8414,1.5185,1.7076,0.3529,-0.1254,0.9999,Z_Scratch
382.0,392.0,172773.0,172798.0,137.0,18.0,26.0,23072.0,161,175,1353.0,0,1,100.0,0.5647,0.452,0.4,0.0074,0.5556,0.9615,1.0,2.1367,1.0,1.3979,0.6,0.3157,0.4138,Other_Faults
124.0,140.0,2377039.0,2377320.0,2643.0,165.0,285.0,300024.0,64,140,1400.0,0,1,40.0,0.1771,0.4121,0.0569,0.0114,0.097,0.986,1.0,3.4221,1.2041,2.4487,0.9431,-0.1132,1.0,Pastry
41.0,221.0,4358896.0,4358964.0,6294.0,289.0,160.0,661448.0,43,124,1358.0,0,1,40.0,0.0604,0.4858,0.3778,0.1326,0.6228,0.425,0.0,3.7989,2.2553,1.8325,-0.6222,-0.179,1.0,K_Scratch
4.0,16.0,394965.0,394980.0,140.0,12.0,15.0,20974.0,118,174,1387.0,0,1,40.0,0.0058,0.2222,0.8,0.0087,1.0,1.0,1.0,2.1461,1.0792,1.1761,0.2,0.1704,0.3068,K_Scratch
1303.0,1344.0,33298.0,33323.0,452.0,44.0,26.0,42686.0,65,117,1366.0,0,1,175.0,0.0322,0.559,0.6098,0.03,0.9318,0.9615,0.0,2.6551,1.6128,1.3979,-0.3902,-0.2622,0.992,Other_Faults
203.0,222.0,5521699.0,5521708.0,89.0,32.0,14.0,11922.0,123,150,1650.0,1,0,69.0,0.2461,0.4795,0.4737,0.0115,0.5938,0.6429,0.0,1.9494,1.2787,0.9542,-0.5263,0.0465,0.2942,Bumps
193.0,205.0,82308.0,82319.0,84.0,19.0,11.0,9155.0,99,118,1354.0,1,0,70.0,0.2851,0.3636,0.9167,0.0089,0.6316,1.0,0.0,1.9243,1.0792,1.0414,-0.0833,-0.1485,0.2432,Z_Scratch
1236.0,1242.0,1667032.0,1667036.0,17.0,6.0,4.0,2167.0,109,144,1360.0,0,1,50.0,0.1735,0.2917,0.6667,0.0044,1.0,1.0,0.0,1.2305,0.7782,0.6021,-0.3333,-0.0041,0.1353,Stains
0.0,14.0,1030360.0,1030463.0,754.0,55.0,106.0,61497.0,63,106,1687.0,1,0,80.0,0.0,0.4771,0.1359,0.0083,0.2546,0.9717,1.0,2.8774,1.1461,2.0128,0.8641,-0.3628,0.9995,Other_Faults
1307.0,1325.0,971525.0,971551.0,187.0,32.0,28.0,20916.0,101,126,1358.0,1,0,100.0,0.0486,0.6004,0.6923,0.0132,0.5625,0.9286,1.0,2.2718,1.2553,1.415,0.3077,-0.1262,0.7512,Bumps
50.0,181.0,345580.0,345626.0,3666.0,161.0,78.0,379668.0,43,125,1360.0,0,1,40.0,0.0735,0.3916,0.3512,0.0963,0.8137,0.5897,0.0,3.5642,2.1173,1.6628,-0.6489,-0.1909,1.0,K_Scratch
1028.0,1052.0,365905.0,365932.0,504.0,24.0,27.0,69672.0,48,189,1387.0,0,1,40.0,0.4831,0.2222,0.8889,0.0173,1.0,1.0,1.0,2.7024,1.3802,1.4314,0.1111,0.08,0.9093,K_Scratch
39.0,216.0,1693992.0,1694059.0,6679.0,288.0,156.0,691010.0,36,124,1358.0,0,1,40.0,0.0574,0.4368,0.3785,0.1303,0.6146,0.4295,0.0,3.8247,2.248,1.8261,-0.6215,-0.1917,1.0,K_Scratch
1508.0,1550.0,1791800.0,1791803.0,92.0,42.0,15.0,10838.0,72,198,1690.0,1,0,70.0,0.1657,0.2698,0.0714,0.0248,1.0,0.2,0.0,1.9638,1.6233,0.4771,-0.9286,-0.0796,0.2359,Other_Faults
1105.0,1130.0,2240686.0,2240690.0,57.0,25.0,8.0,5917.0,92,117,1364.0,1,0,80.0,0.3431,0.43,0.16,0.0183,1.0,0.5,0.0,1.7559,1.3979,0.6021,-0.84,-0.189,0.2061,Other_Faults
37.0,181.0,210633.0,210681.0,4487.0,219.0,106.0,470618.0,40,127,1360.0,0,1,40.0,0.0544,0.3508,0.3333,0.1059,0.6575,0.4528,0.0,3.652,2.1584,1.6812,-0.6667,-0.1806,1.0,K_Scratch
1.0,222.0,486069.0,486291.0,22554.0,999.0,605.0,2712104.0,27,150,1400.0,0,1,40.0,0.0014,0.5403,0.9955,0.1579,0.2212,0.3669,1.0,4.3532,2.3444,2.3463,0.0045,-0.0606,1.0,K_Scratch
1269.0,1290.0,340471.0,340499.0,230.0,41.0,42.0,20570.0,82,101,1353.0,0,1,70.0,0.0931,0.6088,0.75,0.0155,0.5122,0.6667,1.0,2.3617,1.3222,1.4472,0.25,-0.3013,0.8705,Other_Faults
617.0,624.0,450379.0,450383.0,16.0,7.0,4.0,2042.0,114,140,1358.0,0,1,50.0,0.9087,0.4286,0.5714,0.0052,1.0,1.0,0.0,1.2041,0.8451,0.6021,-0.4286,-0.0029,0.1384,Stains
834.0,884.0,283101.0,283128.0,359.0,71.0,43.0,31349.0,73,116,1360.0,1,0,300.0,0.7,0.7341,0.54,0.0368,0.7042,0.6279,0.0,2.5551,1.699,1.4314,-0.46,-0.3178,0.9991,Other_Faults
45.0,62.0,323844.0,323852.0,62.0,24.0,14.0,7716.0,117,134,1360.0,0,1,200.0,0.0662,0.5441,0.4706,0.0125,0.7083,0.5714,0.0,1.7924,1.2305,0.9031,-0.5294,-0.0277,0.2482,Other_Faults
764.0,779.0,2070108.0,2070121.0,134.0,20.0,13.0,13696.0,67,127,1692.0,1,0,60.0,0.9031,0.3128,0.8667,0.0089,0.75,1.0,0.0,2.1271,1.1761,1.1139,-0.1333,-0.2015,0.3285,Bumps
1196.0,1201.0,1423992.0,1423996.0,12.0,6.0,4.0,1585.0,128,141,1358.0,0,1,50.0,0.2312,0.4,0.8,0.0037,0.8333,1.0,0.0,1.0792,0.699,0.6021,-0.2,0.0319,0.1322,Stains
980.0,992.0,508236.0,508253.0,74.0,22.0,18.0,6859.0,80,116,1358.0,1,0,300.0,0.539,0.6373,0.7059,0.0088,0.5454,0.9444,1.0,1.8692,1.0792,1.2305,0.2941,-0.2759,0.3419,Other_Faults
76.0,111.0,1012529.0,1012905.0,6652.0,359.0,392.0,716869.0,4,140,1374.0,0,1,40.0,0.1106,0.4945,0.0931,0.0255,0.0975,0.9592,1.0,3.8229,1.5441,2.5752,0.9069,-0.1581,1.0,Other_Faults
1251.0,1258.0,660048.0,660060.0,57.0,12.0,12.0,6994.0,114,140,1352.0,0,1,40.0,0.1391,0.3214,0.5833,0.0052,0.5833,1.0,1.0,1.7559,0.8451,1.0792,0.4167,-0.0414,0.1892,Other_Faults
0.0,13.0,235757.0,235999.0,1934.0,82.0,246.0,178741.0,11,127,1353.0,0,1,70.0,0.0,0.3853,0.0537,0.0096,0.1585,0.9837,1.0,3.2865,1.1139,2.3838,0.9463,-0.278,1.0,Other_Faults
0.0,9.0,950080.0,950188.0,709.0,39.0,108.0,68984.0,81,110,1687.0,1,0,80.0,0.0,0.2706,0.0833,0.0053,0.2308,1.0,1.0,2.8507,0.9542,2.0334,0.9167,-0.2399,0.9886,Other_Faults
