V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,Class
70,retired,married,secondary,no,0.0,no,no,cellular,27,oct,258.0,1,92.0,5.0,success,2
35,admin.,single,tertiary,no,5007.0,yes,no,cellular,13,aug,73.0,1,112.0,2.0,other,1
51,blue-collar,married,primary,no,1194.0,yes,no,cellular,18,nov,714.0,1,186.0,3.0,failure,1
30,blue-collar,single,secondary,no,-177.0,yes,no,cellular,14,may,87.0,1,345.0,2.0,other,1
32,blue-collar,married,primary,no,-283.0,yes,no,cellular,18,may,24.0,2,349.0,2.0,other,1
39,entrepreneur,divorced,tertiary,no,208.0,yes,no,cellular,29,jan,81.0,1,240.0,2.0,failure,1
40,admin.,married,secondary,no,3126.0,yes,no,cellular,30,mar,186.0,2,90.0,5.0,failure,1
39,management,married,tertiary,no,93.0,yes,no,cellular,28,aug,65.0,1,95.0,5.0,failure,1
62,retired,married,secondary,no,243.0,no,no,cellular,25,jan,117.0,1,280.0,1.0,success,1
49,admin.,single,tertiary,no,228.0,yes,no,cellular,3,sep,252.0,2,93.0,2.0,success,2
34,services,married,secondary,no,703.0,no,no,cellular,17,apr,282.0,2,150.0,2.0,failure,1
30,blue-collar,married,primary,no,2929.0,yes,no,cellular,21,nov,432.0,2,184.0,1.0,other,1
37,blue-collar,divorced,secondary,no,-175.0,yes,no,cellular,30,jan,638.0,4,266.0,1.0,failure,1
30,technician,single,secondary,no,4787.0,yes,no,cellular,18,nov,266.0,1,167.0,2.0,failure,1
41,blue-collar,married,secondary,no,563.0,yes,no,cellular,20,apr,142.0,12,348.0,1.0,failure,1
36,admin.,married,secondary,no,421.0,yes,no,cellular,20,apr,246.0,2,334.0,3.0,other,1
36,services,married,secondary,no,52.0,yes,no,cellular,7,sep,351.0,1,95.0,6.0,success,2
44,management,married,tertiary,no,1791.0,no,no,telephone,12,aug,201.0,1,182.0,2.0,success,2
34,management,single,tertiary,no,26575.0,no,no,cellular,5,may,245.0,6,168.0,1.0,failure,1
43,technician,married,secondary,no,473.0,yes,no,cellular,3,feb,148.0,3,211.0,5.0,failure,1
31,unemployed,divorced,secondary,no,1144.0,yes,no,cellular,8,may,65.0,2,367.0,1.0,failure,1
33,blue-collar,single,secondary,no,706.0,yes,no,cellular,7,apr,329.0,1,322.0,1.0,failure,1
31,unemployed,single,tertiary,no,302.0,no,no,cellular,3,feb,349.0,1,357.0,3.0,success,2
36,management,married,tertiary,no,255.0,no,no,cellular,25,aug,242.0,6,95.0,4.0,success,2
41,self-employed,married,tertiary,no,0.0,yes,no,telephone,29,apr,395.0,3,426.0,1.0,other,2
32,admin.,single,secondary,no,-32.0,no,no,cellular,29,jan,320.0,1,185.0,5.0,other,1
39,blue-collar,married,primary,no,481.0,no,no,cellular,13,may,197.0,3,357.0,1.0,other,1
29,services,married,secondary,no,222.0,yes,no,cellular,3,feb,197.0,1,250.0,23.0,failure,1
35,entrepreneur,married,tertiary,no,1859.0,yes,no,cellular,7,apr,157.0,1,267.0,2.0,failure,1
35,blue-collar,single,secondary,no,855.0,yes,no,cellular,12,may,549.0,1,300.0,1.0,success,2
54,blue-collar,married,primary,no,551.0,yes,no,cellular,17,apr,251.0,1,263.0,2.0,failure,1
56,retired,married,primary,no,9367.0,no,no,cellular,13,aug,320.0,2,101.0,2.0,success,2
41,admin.,single,secondary,no,985.0,yes,no,cellular,30,jun,274.0,2,391.0,11.0,success,2
55,blue-collar,divorced,secondary,no,462.0,yes,no,cellular,20,apr,157.0,1,332.0,3.0,failure,1
58,management,divorced,tertiary,no,26254.0,yes,no,cellular,21,nov,53.0,1,31.0,1.0,failure,1
42,unemployed,married,primary,no,2636.0,no,no,cellular,17,nov,178.0,2,151.0,1.0,failure,1
56,blue-collar,single,primary,no,39.0,yes,no,telephone,8,may,191.0,2,347.0,5.0,failure,1
37,blue-collar,married,secondary,no,590.0,yes,no,cellular,17,apr,37.0,1,343.0,2.0,failure,1
41,technician,single,tertiary,no,445.0,yes,no,cellular,17,apr,138.0,1,267.0,1.0,failure,1
53,admin.,divorced,secondary,no,-163.0,yes,no,cellular,17,apr,344.0,2,343.0,2.0,other,1
29,management,single,tertiary,no,1445.0,no,no,cellular,26,apr,328.0,2,143.0,2.0,success,2
46,services,married,secondary,no,-119.0,yes,no,cellular,15,may,138.0,2,297.0,3.0,failure,1
31,blue-collar,married,secondary,no,125.0,yes,no,cellular,14,may,201.0,1,350.0,2.0,failure,1
46,services,divorced,secondary,no,-179.0,no,no,cellular,2,feb,151.0,1,214.0,2.0,failure,1
51,blue-collar,married,primary,no,216.0,yes,no,cellular,17,apr,666.0,3,274.0,3.0,failure,1
48,management,single,unknown,no,1009.0,yes,no,cellular,9,feb,138.0,5,256.0,1.0,other,1
33,technician,single,tertiary,no,1190.0,yes,no,cellular,17,apr,50.0,2,252.0,4.0,failure,1
33,blue-collar,married,tertiary,no,6138.0,yes,no,cellular,19,nov,384.0,1,183.0,1.0,failure,1
32,admin.,single,secondary,no,131.0,yes,no,cellular,22,jun,522.0,1,183.0,2.0,success,2
51,entrepreneur,married,secondary,no,0.0,yes,no,cellular,7,may,158.0,1,300.0,2.0,failure,1
40,admin.,married,secondary,no,7711.0,yes,no,cellular,20,nov,190.0,5,135.0,1.0,failure,1
33,management,single,tertiary,no,1345.0,yes,no,cellular,29,jan,257.0,1,262.0,3.0,failure,1
40,admin.,married,secondary,no,0.0,no,no,cellular,26,oct,87.0,2,200.0,2.0,failure,1
56,management,married,unknown,no,4623.0,no,no,cellular,25,feb,305.0,1,192.0,1.0,success,2
34,housemaid,single,secondary,no,1363.0,no,no,telephone,1,oct,258.0,1,93.0,1.0,failure,1
30,unemployed,married,tertiary,no,330.0,no,no,cellular,3,jul,264.0,1,80.0,1.0,success,2
46,blue-collar,married,secondary,no,6879.0,no,no,cellular,15,nov,74.0,2,118.0,3.0,failure,1
36,technician,single,secondary,no,317.0,yes,no,cellular,30,jan,198.0,2,266.0,2.0,failure,1
32,management,single,tertiary,no,41.0,yes,no,cellular,7,may,449.0,1,338.0,1.0,other,1
47,entrepreneur,married,secondary,no,583.0,yes,no,cellular,2,feb,495.0,1,258.0,2.0,failure,1
27,admin.,married,secondary,no,3415.0,no,no,cellular,9,oct,266.0,3,184.0,1.0,success,2
42,management,married,tertiary,no,27696.0,no,no,cellular,12,may,176.0,2,89.0,5.0,success,2
34,admin.,single,secondary,no,673.0,yes,no,cellular,29,jan,89.0,1,260.0,2.0,failure,1
43,blue-collar,married,primary,no,3917.0,no,no,cellular,3,jun,725.0,2,93.0,1.0,success,2
29,self-employed,single,tertiary,no,3290.0,no,no,cellular,23,mar,136.0,1,291.0,2.0,success,2
43,blue-collar,married,secondary,no,117.0,yes,no,cellular,14,may,73.0,1,370.0,1.0,failure,1
57,technician,married,secondary,no,124.0,yes,no,telephone,11,may,296.0,1,287.0,12.0,failure,1
28,management,single,secondary,no,967.0,yes,no,cellular,20,apr,174.0,1,334.0,1.0,failure,1
47,management,single,tertiary,no,334.0,yes,no,cellular,26,mar,360.0,1,326.0,8.0,failure,2
33,admin.,single,secondary,no,346.0,yes,no,cellular,5,may,24.0,7,354.0,2.0,other,1
28,blue-collar,single,secondary,no,1285.0,no,no,telephone,30,jan,199.0,2,2.0,17.0,other,1
35,blue-collar,single,primary,no,2040.0,no,no,cellular,21,nov,258.0,1,157.0,4.0,failure,1
39,student,single,unknown,no,64.0,no,no,cellular,12,nov,366.0,2,98.0,1.0,failure,1
46,blue-collar,married,primary,no,91.0,yes,no,cellular,6,may,29.0,1,356.0,2.0,failure,1
33,student,single,tertiary,no,3404.0,yes,no,cellular,20,nov,105.0,2,171.0,3.0,failure,1
43,admin.,married,secondary,no,132.0,no,no,cellular,27,may,187.0,2,71.0,1.0,success,2
42,blue-collar,divorced,primary,no,1563.0,yes,no,cellular,14,may,164.0,2,364.0,1.0,failure,1
34,blue-collar,married,secondary,no,1134.0,yes,no,cellular,17,apr,408.0,1,329.0,2.0,failure,1
29,technician,single,tertiary,no,2269.0,yes,no,cellular,20,apr,53.0,1,346.0,1.0,failure,1
26,entrepreneur,married,tertiary,no,38.0,yes,no,cellular,12,may,119.0,1,294.0,5.0,failure,1
34,technician,single,secondary,no,105.0,yes,no,cellular,7,may,146.0,2,171.0,3.0,failure,1
42,blue-collar,married,unknown,no,665.0,yes,no,cellular,16,apr,291.0,1,332.0,3.0,failure,1
56,admin.,single,secondary,no,1854.0,yes,no,telephone,7,may,45.0,1,342.0,2.0,failure,1
42,unemployed,married,primary,yes,-581.0,yes,no,cellular,13,may,224.0,1,370.0,2.0,failure,1
41,management,married,primary,no,733.0,yes,no,cellular,7,may,69.0,1,335.0,7.0,failure,1
43,entrepreneur,divorced,tertiary,no,626.0,yes,no,cellular,28,jan,72.0,1,167.0,2.0,failure,1
33,technician,single,secondary,no,1769.0,yes,no,cellular,18,nov,273.0,1,182.0,1.0,failure,1
48,management,married,tertiary,no,1147.0,no,no,cellular,5,aug,389.0,1,64.0,2.0,success,2
43,management,married,primary,no,8167.0,yes,no,telephone,19,nov,202.0,2,184.0,2.0,failure,1
41,services,married,secondary,no,2399.0,yes,no,cellular,15,may,303.0,2,351.0,2.0,failure,1
40,technician,married,tertiary,no,1293.0,no,no,cellular,16,sep,1702.0,3,105.0,2.0,success,2
52,technician,married,secondary,no,117.0,no,no,cellular,26,feb,959.0,3,186.0,6.0,success,2
41,housemaid,married,primary,no,322.0,no,no,cellular,7,may,105.0,1,324.0,2.0,failure,1
34,blue-collar,single,secondary,no,2764.0,yes,no,cellular,13,may,158.0,1,357.0,1.0,failure,1
56,retired,married,primary,no,16432.0,no,no,cellular,19,feb,702.0,2,189.0,2.0,failure,1
58,technician,married,unknown,no,1617.0,yes,no,cellular,5,feb,109.0,4,274.0,2.0,failure,1
38,management,divorced,tertiary,no,637.0,yes,no,cellular,8,may,295.0,2,343.0,1.0,other,1
37,management,divorced,tertiary,no,132.0,yes,no,cellular,5,feb,175.0,5,253.0,1.0,other,1
36,blue-collar,single,primary,no,263.0,yes,no,cellular,17,apr,199.0,2,337.0,2.0,failure,1
33,technician,single,secondary,no,234.0,no,no,cellular,1,apr,176.0,1,370.0,2.0,failure,1
32,student,single,unknown,no,376.0,no,no,cellular,13,may,457.0,2,178.0,3.0,failure,1
73,retired,married,unknown,no,519.0,no,no,telephone,26,feb,270.0,3,133.0,2.0,success,2
61,management,married,tertiary,no,175.0,no,no,telephone,4,feb,79.0,2,183.0,2.0,success,1
22,admin.,single,tertiary,no,897.0,yes,no,cellular,4,may,98.0,4,89.0,4.0,success,1
28,student,single,secondary,no,404.0,yes,no,cellular,18,may,33.0,2,367.0,4.0,other,1
58,admin.,married,secondary,no,169.0,no,no,cellular,13,aug,880.0,1,92.0,8.0,success,2
38,management,married,tertiary,no,1354.0,yes,no,cellular,8,jun,127.0,3,130.0,2.0,failure,1
32,blue-collar,single,secondary,yes,-575.0,yes,no,cellular,14,may,24.0,6,346.0,9.0,failure,1
32,blue-collar,single,secondary,no,53.0,yes,no,cellular,6,may,153.0,1,169.0,2.0,failure,1
37,admin.,divorced,tertiary,no,43.0,yes,no,cellular,20,apr,328.0,2,264.0,2.0,failure,1
41,blue-collar,married,primary,no,236.0,yes,no,telephone,11,may,65.0,1,356.0,2.0,failure,1
45,blue-collar,single,secondary,no,0.0,no,no,cellular,5,aug,374.0,2,472.0,1.0,success,2
46,technician,married,tertiary,no,-582.0,yes,no,cellular,5,may,245.0,4,354.0,9.0,other,1
37,admin.,married,secondary,no,1207.0,yes,no,telephone,6,apr,1353.0,2,138.0,2.0,success,2
33,self-employed,single,tertiary,no,658.0,yes,no,cellular,12,apr,93.0,1,173.0,2.0,success,1
37,management,single,tertiary,no,1339.0,yes,no,cellular,13,may,96.0,6,173.0,4.0,other,1
41,services,married,secondary,no,446.0,yes,no,cellular,18,nov,296.0,1,186.0,1.0,success,1
31,technician,married,tertiary,no,-256.0,yes,no,cellular,15,may,272.0,1,365.0,5.0,failure,1
33,self-employed,married,tertiary,no,263.0,no,no,cellular,14,aug,257.0,1,102.0,2.0,failure,1
37,admin.,married,secondary,no,176.0,yes,no,cellular,5,may,147.0,2,347.0,1.0,failure,1
31,admin.,married,secondary,no,368.0,yes,no,cellular,5,may,414.0,5,361.0,3.0,other,1
37,technician,married,tertiary,no,341.0,no,no,cellular,13,aug,287.0,3,182.0,3.0,success,2
28,blue-collar,single,primary,no,431.0,yes,no,cellular,13,may,68.0,2,363.0,2.0,failure,1
35,services,single,secondary,no,313.0,yes,no,cellular,11,may,195.0,2,301.0,3.0,failure,1
40,services,married,secondary,no,10406.0,no,no,cellular,21,nov,348.0,2,127.0,4.0,other,1
39,services,married,primary,no,0.0,no,no,cellular,6,may,49.0,2,282.0,3.0,failure,1
39,management,married,tertiary,no,63.0,yes,no,cellular,16,apr,479.0,1,330.0,1.0,failure,1
43,blue-collar,married,primary,no,0.0,yes,no,cellular,12,may,48.0,3,285.0,4.0,failure,1
68,retired,single,tertiary,no,2144.0,no,no,cellular,26,jan,708.0,1,96.0,3.0,success,2
38,technician,single,secondary,no,1255.0,yes,no,cellular,17,nov,151.0,2,171.0,2.0,failure,1
37,management,married,tertiary,no,900.0,yes,no,cellular,25,may,116.0,1,18.0,3.0,failure,1
48,management,single,tertiary,no,336.0,yes,no,cellular,18,may,17.0,1,369.0,4.0,other,1
55,management,divorced,tertiary,no,2037.0,no,no,cellular,4,feb,305.0,2,94.0,3.0,success,2
31,management,married,tertiary,no,1251.0,no,no,cellular,21,aug,282.0,1,197.0,5.0,failure,1
39,management,married,tertiary,no,141.0,yes,no,cellular,13,may,788.0,2,331.0,6.0,other,1
38,management,married,tertiary,no,89.0,yes,no,cellular,14,may,71.0,1,360.0,10.0,failure,1
41,blue-collar,married,secondary,no,5060.0,no,no,cellular,4,may,963.0,1,83.0,3.0,success,2
50,management,divorced,tertiary,no,2564.0,yes,no,cellular,21,nov,124.0,4,113.0,8.0,failure,1
45,management,married,tertiary,no,1033.0,yes,no,cellular,7,may,177.0,1,357.0,1.0,failure,1
67,retired,married,unknown,no,2540.0,no,no,telephone,14,jun,278.0,5,116.0,4.0,other,2
34,technician,married,tertiary,no,16992.0,yes,no,cellular,29,jan,71.0,1,245.0,1.0,failure,1
46,entrepreneur,married,primary,no,8873.0,yes,no,cellular,19,nov,172.0,1,118.0,2.0,failure,1
27,student,single,tertiary,no,5291.0,no,no,cellular,11,feb,293.0,1,91.0,4.0,success,2
50,blue-collar,divorced,secondary,no,203.0,yes,no,telephone,19,nov,265.0,1,127.0,4.0,other,1
42,self-employed,married,secondary,no,240.0,yes,no,cellular,4,feb,183.0,1,189.0,16.0,other,1
21,student,single,secondary,no,215.0,no,no,cellular,24,may,382.0,1,89.0,7.0,success,2
32,technician,divorced,secondary,no,3345.0,yes,no,cellular,6,may,118.0,1,260.0,3.0,failure,1
37,management,married,primary,no,22856.0,no,no,cellular,2,jul,154.0,1,388.0,1.0,failure,1
36,admin.,married,tertiary,no,1145.0,yes,no,cellular,29,sep,75.0,1,239.0,2.0,failure,1
33,management,single,tertiary,no,474.0,yes,no,cellular,2,feb,62.0,1,179.0,3.0,failure,1
39,admin.,married,tertiary,no,1322.0,yes,no,cellular,24,sep,157.0,3,486.0,1.0,other,1
35,management,single,tertiary,no,1228.0,no,no,cellular,9,nov,696.0,2,88.0,12.0,failure,2
54,blue-collar,divorced,primary,no,4401.0,no,no,telephone,13,may,414.0,1,183.0,2.0,success,2
38,management,married,tertiary,no,4174.0,no,no,cellular,23,oct,336.0,2,184.0,5.0,failure,2
56,management,married,secondary,no,0.0,no,no,cellular,27,oct,298.0,1,111.0,8.0,other,2
35,self-employed,married,tertiary,no,1250.0,yes,no,cellular,2,apr,361.0,1,136.0,1.0,other,1
36,student,single,secondary,no,904.0,no,no,telephone,5,feb,36.0,9,8.0,13.0,other,1
49,housemaid,married,secondary,no,3570.0,no,no,cellular,24,dec,62.0,3,202.0,2.0,failure,1
43,management,divorced,tertiary,no,497.0,no,no,cellular,13,may,66.0,1,363.0,22.0,failure,1
53,admin.,married,secondary,no,1796.0,no,no,telephone,16,mar,295.0,1,91.0,2.0,success,2
40,admin.,single,unknown,no,355.0,yes,no,cellular,7,apr,345.0,2,138.0,6.0,other,1
40,services,married,secondary,no,949.0,yes,no,cellular,12,may,285.0,3,287.0,8.0,failure,1
27,entrepreneur,single,tertiary,no,81.0,no,no,cellular,5,feb,197.0,1,199.0,3.0,failure,1
34,management,married,tertiary,no,1310.0,no,no,telephone,30,jan,521.0,3,158.0,7.0,other,1
77,retired,married,primary,no,680.0,no,no,telephone,27,nov,341.0,4,94.0,3.0,failure,1
32,admin.,single,secondary,no,299.0,yes,no,cellular,20,apr,177.0,2,348.0,2.0,failure,1
34,management,married,tertiary,no,158.0,no,no,cellular,9,jun,190.0,1,92.0,9.0,success,2
56,admin.,married,secondary,no,602.0,no,no,cellular,14,jun,458.0,1,130.0,8.0,success,2
33,management,single,tertiary,no,576.0,no,no,cellular,25,may,220.0,1,111.0,2.0,other,1
31,admin.,single,secondary,no,40.0,no,no,cellular,4,aug,158.0,1,104.0,2.0,failure,1
28,blue-collar,single,secondary,no,387.0,yes,no,cellular,13,mar,61.0,11,282.0,1.0,other,1
34,services,married,secondary,no,334.0,yes,no,cellular,17,apr,139.0,2,318.0,1.0,failure,1
64,retired,married,tertiary,no,1644.0,no,no,telephone,5,mar,341.0,4,179.0,4.0,success,2
46,blue-collar,married,secondary,no,1723.0,no,no,cellular,26,apr,102.0,3,192.0,4.0,other,1
37,services,single,secondary,no,23.0,yes,no,cellular,28,jun,197.0,1,182.0,1.0,failure,1
38,blue-collar,married,primary,no,406.0,yes,no,cellular,29,jan,138.0,1,188.0,5.0,failure,1
42,entrepreneur,married,tertiary,no,2249.0,yes,no,telephone,18,nov,228.0,1,125.0,5.0,failure,1
41,unemployed,married,primary,no,557.0,yes,no,cellular,17,nov,158.0,1,173.0,1.0,failure,1
36,services,divorced,tertiary,no,162.0,yes,no,cellular,18,may,69.0,1,367.0,6.0,other,1
35,blue-collar,married,secondary,no,233.0,yes,no,cellular,13,may,66.0,1,176.0,1.0,failure,1
32,entrepreneur,married,tertiary,no,0.0,yes,no,cellular,7,may,388.0,2,349.0,2.0,failure,1
46,technician,married,secondary,no,278.0,yes,no,cellular,12,may,207.0,1,306.0,1.0,failure,1
22,student,single,secondary,no,2589.0,yes,no,cellular,15,may,239.0,1,352.0,1.0,other,1
31,management,single,tertiary,no,0.0,yes,no,cellular,7,may,45.0,1,22.0,2.0,failure,1
45,admin.,married,unknown,no,323.0,no,no,telephone,4,feb,56.0,4,7.0,6.0,other,1
38,services,married,secondary,no,4392.0,no,no,cellular,18,nov,23.0,2,110.0,2.0,failure,1
18,student,single,primary,no,608.0,no,no,cellular,13,nov,210.0,1,93.0,1.0,success,2
33,services,single,secondary,no,459.0,yes,no,cellular,29,jan,241.0,1,266.0,2.0,failure,1
32,management,single,tertiary,no,574.0,yes,no,cellular,14,apr,259.0,2,145.0,3.0,failure,1
54,management,married,secondary,no,-133.0,yes,no,cellular,17,apr,76.0,1,343.0,2.0,failure,1
28,blue-collar,single,secondary,no,5.0,yes,no,cellular,14,may,178.0,2,360.0,3.0,failure,1
69,retired,married,unknown,no,426.0,no,no,telephone,9,mar,225.0,1,90.0,1.0,success,2
35,blue-collar,divorced,secondary,no,1780.0,yes,no,cellular,15,may,306.0,3,347.0,9.0,failure,1
26,unemployed,single,secondary,no,771.0,no,no,cellular,22,jun,113.0,1,109.0,1.0,failure,1
80,retired,married,secondary,no,8304.0,no,no,telephone,8,sep,606.0,3,91.0,13.0,success,2
32,technician,married,unknown,no,429.0,yes,no,cellular,20,apr,31.0,3,153.0,2.0,other,1
46,management,married,tertiary,no,273.0,yes,no,cellular,10,may,583.0,6,53.0,6.0,success,2
34,management,single,tertiary,no,7263.0,yes,no,telephone,13,may,38.0,1,37.0,1.0,failure,1
34,admin.,single,secondary,no,1352.0,yes,no,cellular,20,apr,126.0,1,334.0,3.0,other,1
42,management,married,tertiary,no,1162.0,yes,no,cellular,13,may,406.0,5,364.0,1.0,other,1
50,unknown,married,unknown,no,558.0,no,no,cellular,9,jul,464.0,1,683.0,6.0,failure,2
45,technician,married,tertiary,no,115.0,no,no,cellular,16,dec,147.0,1,194.0,1.0,other,1
31,management,single,tertiary,no,1130.0,yes,no,cellular,2,feb,181.0,1,264.0,3.0,failure,1
33,management,married,tertiary,no,1390.0,no,no,cellular,5,mar,77.0,1,179.0,5.0,failure,1
41,blue-collar,married,secondary,no,211.0,yes,no,telephone,8,may,546.0,3,368.0,4.0,failure,1
33,unemployed,single,secondary,no,2066.0,no,yes,cellular,9,sep,305.0,1,749.0,2.0,failure,2
40,services,married,secondary,no,0.0,yes,no,cellular,21,nov,43.0,1,185.0,2.0,failure,1
32,technician,single,tertiary,no,1454.0,yes,no,cellular,20,apr,190.0,1,335.0,1.0,other,1
39,technician,married,secondary,no,116.0,no,no,cellular,24,aug,79.0,2,94.0,2.0,success,1
42,management,single,tertiary,no,11008.0,no,no,cellular,28,jul,822.0,6,405.0,1.0,success,2
45,management,married,tertiary,no,0.0,yes,no,cellular,5,may,469.0,2,342.0,1.0,failure,1
33,blue-collar,married,secondary,no,5164.0,no,no,cellular,13,aug,238.0,2,265.0,1.0,failure,1
61,retired,married,tertiary,no,2557.0,yes,no,cellular,11,aug,139.0,3,190.0,1.0,success,2
34,services,married,secondary,no,4963.0,yes,no,cellular,17,apr,208.0,1,332.0,2.0,failure,1
68,retired,married,primary,no,2301.0,no,no,cellular,14,aug,90.0,3,120.0,1.0,failure,1
26,admin.,single,secondary,no,1327.0,no,no,cellular,30,apr,104.0,1,31.0,4.0,failure,1
33,services,married,secondary,no,1078.0,yes,no,cellular,13,may,320.0,4,175.0,4.0,other,1
48,services,divorced,secondary,no,-203.0,yes,no,cellular,18,may,156.0,5,297.0,1.0,other,1
29,technician,married,secondary,no,1599.0,yes,no,cellular,28,oct,95.0,1,112.0,2.0,failure,1
42,admin.,married,secondary,no,3279.0,yes,no,cellular,8,may,261.0,1,344.0,1.0,failure,1
28,blue-collar,single,secondary,yes,87.0,yes,no,cellular,7,may,27.0,1,345.0,1.0,failure,1
30,entrepreneur,single,tertiary,no,303.0,yes,no,cellular,14,may,176.0,2,365.0,4.0,failure,1
46,blue-collar,married,secondary,no,4007.0,no,no,cellular,3,feb,380.0,5,217.0,5.0,other,1
35,blue-collar,married,primary,no,298.0,yes,no,cellular,13,may,135.0,2,370.0,2.0,failure,1
29,admin.,single,tertiary,no,200.0,yes,no,cellular,11,may,195.0,1,357.0,1.0,other,1
43,technician,married,secondary,no,1865.0,yes,no,cellular,17,nov,155.0,1,186.0,1.0,failure,1
32,student,single,secondary,no,5836.0,no,no,cellular,2,sep,281.0,2,493.0,2.0,failure,1
26,student,single,secondary,no,1164.0,no,no,cellular,9,jul,116.0,1,301.0,1.0,other,1
31,management,single,tertiary,no,147.0,no,no,cellular,9,mar,469.0,1,181.0,2.0,success,2
32,admin.,married,secondary,no,413.0,yes,no,cellular,20,apr,95.0,3,341.0,2.0,failure,1
34,management,married,tertiary,no,498.0,yes,no,cellular,29,jan,84.0,1,251.0,2.0,failure,1
45,management,married,tertiary,no,126.0,yes,no,cellular,20,apr,92.0,1,342.0,1.0,failure,1
38,technician,divorced,secondary,no,902.0,yes,no,cellular,4,may,301.0,3,90.0,1.0,success,2
53,self-employed,married,tertiary,no,451.0,yes,no,cellular,2,feb,125.0,1,249.0,2.0,failure,1
36,management,married,secondary,no,1160.0,yes,no,cellular,15,apr,56.0,1,323.0,3.0,failure,1
33,technician,married,secondary,no,480.0,yes,no,cellular,30,jan,272.0,1,270.0,1.0,other,1
33,blue-collar,married,secondary,no,331.0,yes,no,cellular,14,may,178.0,7,365.0,5.0,other,1
51,blue-collar,single,secondary,no,708.0,yes,no,telephone,14,may,391.0,1,364.0,1.0,failure,1
47,technician,married,secondary,no,335.0,no,no,cellular,4,may,417.0,1,76.0,1.0,success,2
53,self-employed,married,tertiary,no,730.0,yes,no,unknown,2,nov,18.0,1,368.0,2.0,failure,1
26,student,single,secondary,no,0.0,no,no,cellular,17,aug,237.0,1,82.0,2.0,failure,1
32,admin.,married,tertiary,no,118.0,no,no,cellular,21,nov,383.0,4,176.0,10.0,failure,1
52,blue-collar,married,primary,no,281.0,yes,no,cellular,16,apr,55.0,4,335.0,3.0,other,1
31,blue-collar,single,secondary,no,42.0,no,no,cellular,9,feb,473.0,3,12.0,2.0,other,1
40,management,divorced,tertiary,no,502.0,yes,no,cellular,3,feb,267.0,4,270.0,3.0,other,1
23,student,single,secondary,no,1234.0,no,no,cellular,15,feb,379.0,1,91.0,1.0,success,2
38,blue-collar,single,secondary,no,2032.0,yes,no,cellular,5,may,87.0,4,349.0,2.0,failure,1
38,technician,single,secondary,no,-242.0,yes,no,cellular,18,may,1173.0,3,278.0,6.0,success,2
52,blue-collar,married,primary,no,320.0,yes,no,cellular,6,feb,306.0,3,253.0,4.0,other,1
71,retired,married,tertiary,no,4388.0,no,no,cellular,5,feb,346.0,1,183.0,3.0,other,1
52,technician,married,tertiary,no,2506.0,no,no,cellular,16,jul,377.0,1,228.0,3.0,failure,1
42,blue-collar,married,secondary,no,1958.0,yes,no,cellular,18,nov,129.0,1,172.0,3.0,failure,1
44,self-employed,single,tertiary,no,18558.0,yes,no,cellular,20,nov,51.0,1,190.0,4.0,other,1
53,management,married,tertiary,no,261.0,yes,no,telephone,14,may,154.0,2,336.0,2.0,failure,1
23,services,single,secondary,no,279.0,yes,no,cellular,18,may,843.0,1,370.0,1.0,failure,2
62,retired,married,secondary,no,2917.0,no,no,cellular,11,oct,123.0,2,182.0,2.0,failure,1
26,services,single,secondary,no,162.0,yes,no,cellular,2,mar,185.0,2,130.0,8.0,other,1
45,management,married,secondary,no,4425.0,no,no,unknown,17,nov,147.0,1,110.0,2.0,failure,1
59,entrepreneur,married,tertiary,no,146.0,yes,no,cellular,12,may,97.0,3,365.0,6.0,failure,1
31,housemaid,married,secondary,no,243.0,yes,no,cellular,23,sep,305.0,2,842.0,1.0,failure,2
40,blue-collar,married,secondary,no,1508.0,no,no,cellular,3,nov,177.0,2,85.0,3.0,failure,1
41,admin.,single,secondary,no,334.0,yes,no,cellular,13,may,14.0,4,331.0,22.0,other,1
51,unemployed,married,secondary,no,-13.0,yes,no,cellular,13,may,361.0,1,364.0,1.0,failure,1
36,technician,married,secondary,no,1508.0,no,no,cellular,29,jan,187.0,2,185.0,8.0,failure,1
34,blue-collar,married,secondary,no,463.0,yes,no,cellular,18,may,11.0,11,360.0,4.0,failure,1
58,housemaid,married,primary,no,4605.0,no,no,cellular,11,sep,339.0,1,38.0,1.0,failure,1
44,blue-collar,married,primary,no,0.0,yes,no,telephone,5,may,408.0,2,350.0,1.0,failure,1
34,admin.,married,secondary,no,48.0,yes,no,cellular,7,may,1806.0,2,287.0,3.0,other,2
29,admin.,married,tertiary,no,238.0,no,no,cellular,11,aug,97.0,1,78.0,3.0,success,1
48,blue-collar,married,secondary,no,750.0,no,no,cellular,5,feb,85.0,2,8.0,2.0,other,1
58,management,married,tertiary,no,246.0,yes,no,cellular,7,may,245.0,2,288.0,2.0,failure,1
41,retired,single,secondary,no,1734.0,yes,no,cellular,12,may,151.0,2,343.0,4.0,failure,1
33,blue-collar,married,secondary,no,687.0,yes,no,cellular,14,may,72.0,2,370.0,1.0,failure,1
39,housemaid,married,secondary,no,4136.0,yes,no,cellular,19,nov,194.0,2,170.0,3.0,failure,1
35,management,married,tertiary,no,5367.0,no,no,cellular,2,jun,80.0,1,92.0,1.0,failure,1
